"quadrat_id","species_ids"
"2024-CEV3-20240602","[1361056, 1363803, 1362443, 1360194, 1363944, 1397338, 1397542, 1392598, 1360223, 1360222, 1397255, 1360187, 1360193, 1360208, 1395045, 1364006, 1360203, 1363974]"
"CBN-PdlC-A1-20130807","[1396471, 1394322, 1741624, 1361079, 1392662, 1396869, 1722444, 1412857, 1394641, 1397468, 1391313, 1362348, 1391869, 1393314, 1394371, 1742114, 1396185, 1742052, 1742064, 1360591, 1397403, 1358119, 1359921, 1388915, 1390641, 1361617, 1396733, 1701831, 1743924, 1390883, 1737494, 1356359, 1397439, 1744043, 1389650, 1358496, 1361077, 1722440, 1392608, 1355992]"
"CBN-PdlC-A1-20130903","[1388793, 1391755, 1392566, 1394322, 1394540, 1394913, 1396185, 1397468, 1412857, 1519650, 1743971, 1396857, 1396869, 1396717, 1622908, 1360872, 1742052, 1392553, 1394641, 1395868, 1390641, 1396411, 1395974, 1391503, 1394336, 1722444, 1578131, 1361079, 1363522, 1396417, 1492664, 1701831, 1722437, 1743396, 1743924, 1744194, 1392608]"
"CBN-PdlC-A1-20140721","[1359835, 1392535, 1394911, 1394540, 1397524, 1397535, 1402995, 1363741, 1394908, 1390793, 1390872, 1742052, 1388915, 1390641, 1412857, 1737656, 1390846, 1489036, 1356424, 1364072, 1360910, 1357577, 1396109, 1393771, 1356419, 1359342, 1360654, 1357142, 1358496, 1550182, 1398723, 1519650, 1392388, 1396869, 1722444, 1743924]"
"CBN-PdlC-A1-20140811","[1418612, 1742052, 1397418, 1397528, 1397546, 1395870, 1393619, 1412857, 1390793, 1395974, 1743913, 1356359, 1394554, 1392608, 1395120, 1361382, 1361389, 1396733]"
"CBN-PdlC-A1-20140901","[1742052, 1356359, 1558164, 1478563, 1392553, 1392565, 1396185, 1391120, 1391331, 1390872, 1741838, 1397439, 1394895, 1392407, 1519650, 1395974, 1394414, 1392608, 1395063, 1741767, 1361576, 1363741, 1358496, 1361091, 1394589, 1363133, 1391840, 1391841]"
"CBN-PdlC-A1-20150701","[1396094, 1519650, 1391331, 1394911, 1394322, 1741624, 1390793, 1390904, 1356764, 1357085, 1396030, 1412857, 1392565, 1742052, 1398167, 1365431, 1390887, 1391503, 1392608, 1393200, 1396464, 1361256, 1363413, 1363550, 1355992, 1722454]"
"CBN-PdlC-A1-20150720","[1397046, 1397535, 1391120, 1393824, 1363741, 1396843, 1396857, 1425936, 1397524, 1360563, 1743971, 1394641, 1359835, 1391313, 1397528, 1390764, 1742053, 1357130, 1412857, 1744235, 1391499, 1398167, 1355993, 1512231, 1392608]"
"CBN-PdlC-A1-20150831","[1549015, 1742052, 1397468, 1519650, 1391797, 1361553, 1395990, 1396857, 1392553, 1397046, 1397513, 1425936, 1400176, 1393824, 1628790, 1743971, 1394643, 1412857, 1646497, 1390821, 1418612, 1356356, 1389543, 1395974, 1396079, 1392611, 1360654, 1361255, 1398824, 1360299, 1392608, 1426085]"
"CBN-PdlC-A1-20160705","[1394908, 1394911, 1743971, 1391120, 1394540, 1519650, 1393824, 1397535, 1361079, 1390846, 1357026, 1512231, 1390793, 1390872, 1412857, 1743913, 1356359, 1357577, 1356042, 1393771, 1392193, 1394866, 1359342, 1361256, 1363550, 1360299, 1392608]"
"CBN-PdlC-A1-20160726","[1392631, 1392553, 1394641, 1394908, 1397046, 1397535, 1519650, 1742052, 1418031, 1549015, 1412857, 1646497, 1390793, 1390872, 1392407, 1396185, 1512231, 1742180, 1361389, 1737656, 1395974, 1356042, 1743506, 1744235, 1392608, 1392611, 1393994, 1741624]"
"CBN-PdlC-A1-20170816","[1741706, 1393824, 1395990, 1362453, 1392553, 1396857, 1742052, 1390874, 1394641, 1489036, 1361389, 1393340, 1394311, 1356359, 1395974, 1361573, 1558164, 1358496, 1359937, 1664614, 1359414, 1394840, 1394322, 1395063, 1743971, 1392608, 1392611]"
"CBN-PdlC-A1-20170906","[1394999, 1393824, 1394540, 1396253, 1397468, 1743971, 1389346, 1426085, 1495503, 1390898, 1394336, 1502503, 1397513, 1418612, 1742052, 1391331, 1394322, 1395990, 1396843, 1519650, 1741624, 1359511, 1651162, 1653859, 1390846, 1394613, 1396869, 1398816, 1390874, 1412857, 1355992, 1503192, 1701831, 1722437, 1743913, 1743924, 1390642, 1356359, 1393771, 1398758, 1392608, 1394840, 1394866, 1364025, 1361576, 1393946, 1396417, 1737655, 1741834, 1664563]"
"CBN-PdlC-A1-20180702","[1426085, 1396057, 1398824, 1736442, 1392566, 1357928, 1360034, 1363741, 1393549, 1357130, 1426005, 1535234, 1358176, 1395974, 1393771, 1361382, 1363413, 1357577]"
"CBN-PdlC-A1-20180815","[1396253, 1426085, 1394577, 1505431, 1359511, 1363741, 1427744, 1737656, 1356775, 1394554, 1398824, 1392092, 1392106]"
"CBN-PdlC-A1-20180905","[1519650, 1363741, 1394540, 1393824, 1628790, 1395937, 1391331, 1622895, 1742052, 1359511, 1743971, 1394641, 1427744, 1356399, 1397467, 1356359, 1357577, 1393314, 1396857, 1412857, 1737656, 1398824, 1395974, 1363413, 1361077, 1360299, 1355993, 1394857]"
"CBN-PdlC-A1-20190701","[1701506, 1743465, 1355992, 1357988, 1359945, 1361079, 1361402, 1362348, 1390934, 1392662, 1394336, 1394565, 1394613, 1396417, 1396471, 1396869, 1397942, 1478563, 1492664, 1502503, 1503192, 1701831, 1722437, 1722444, 1737655, 1743396, 1743924, 1741600, 1394270, 1391734, 1741838, 1359423, 1389650, 1397468, 1395974, 1390887, 1391345, 1398824, 1360654]"
"CBN-PdlC-A1-20190722","[1392611, 1395990, 1394322, 1394540, 1363741, 1396843, 1397524, 1742052, 1397528, 1427744, 1442193, 1412857, 1356399, 1720959, 1396104, 1357817, 1360981, 1512231, 1361402, 1392626, 1397468, 1359835, 1360840, 1391309, 1355993, 1392608]"
"CBN-PdlC-A1-20190812","[1425936, 1363741, 1396843, 1393224, 1519650, 1360840, 1622914, 1743971, 1622895, 1628790, 1361382, 1412857, 1742052, 1418612, 1356352, 1361647, 1360299, 1392608, 1426085, 1395974, 1396417, 1390846, 1396869, 1361079, 1410243, 1478563, 1502503, 1355992, 1355993, 1392611, 1512231]"
"CBN-PdlC-A1-20190909","[1391331, 1389815, 1396471, 1397046, 1495503, 1394641, 1742052, 1361045, 1390966, 1397675, 1743465, 1356370, 1395974, 1741805, 1743422, 1356385, 1391494, 1360472, 1356350, 1361402, 1649664, 1355992, 1392608, 1397468, 1363333, 1558164, 1362745, 1392611, 1393824]"
"CBN-PdlC-A1-20200629","[1361528, 1390846, 1389740, 1390790, 1393312, 1361148, 1355992, 1722437, 1356564, 1356228, 1722435]"
"CBN-PdlC-A1-20200722","[1394908, 1742052, 1392553, 1397046, 1549015, 1390690, 1737647, 1392534, 1392549, 1394540, 1393824, 1646497, 1412857, 1357220, 1743971, 1395974, 1390846, 1396417, 1392608, 1361402, 1425990, 1649664, 1722437, 1360299, 1392611, 1512231]"
"CBN-PdlC-A1-20200812","[1396857, 1397535, 1394999, 1359835, 1394641, 1398824, 1412857, 1742053, 1392566, 1495503, 1357608, 1359511, 1355993, 1358654, 1396057, 1426085, 1743971, 1360299, 1392611]"
"CBN-PdlC-A2-20130807","[1394322, 1396857, 1356669, 1361079, 1390785, 1390846, 1393314, 1396471, 1396869, 1399096, 1722444, 1723120, 1737428, 1741834, 1743247, 1395855, 1396094, 1453566, 1397468, 1395990, 1412857, 1741880, 1360591, 1396185, 1489036, 1396737, 1356370, 1395807, 1397524, 1388915, 1737491, 1389368, 1411089, 1356399, 1743913, 1388785]"
"CBN-PdlC-A2-20130903","[1502503, 1393939, 1395718, 1396471, 1396869, 1701831, 1396411, 1395868, 1395990, 1396857, 1741624, 1394895, 1395974, 1743465, 1396737, 1744569, 1356370, 1393488, 1743962, 1737507, 1358176, 1437724, 1361130]"
"CBN-PdlC-A2-20140721","[1361647, 1356669, 1392557, 1363421, 1667816, 1396417, 1426085, 1744235, 1356442, 1363741, 1390846, 1396737, 1356370, 1389462, 1393224, 1741805, 1743337, 1395974, 1357577, 1393314, 1395718, 1396094, 1356424, 1743422, 1720959, 1356564, 1737669, 1355992, 1396869, 1743913, 1743924]"
"CBN-PdlC-A2-20140901","[1394322, 1395990, 1396185, 1489036, 1742052, 1358010, 1396857, 1396869, 1558164, 1478563, 1393245, 1391331, 1392565, 1412857, 1395711, 1395718, 1738699, 1390846, 1396737, 1720959, 1394540, 1397046, 1395974, 1741805, 1394895, 1743422, 1356370, 1356871, 1399923, 1396408, 1361079, 1392193, 1392383, 1396471, 1492664, 1502503, 1743256, 1743924, 1355992, 1391646, 1396417, 1722444, 1742180]"
"CBN-PdlC-A2-20150720","[1360312, 1392534, 1396253, 1397108, 1360874, 1394540, 1395807, 1418211, 1397535, 1412857, 1413421, 1397528, 1744235, 1392767, 1396094, 1356424, 1359835, 1393824, 1397500, 1362066, 1395974, 1396737, 1356370, 1358176, 1743337, 1356356, 1356871, 1398824]"
"CBN-PdlC-A2-20150810","[1400096, 1512231, 1394908, 1397535, 1412857, 1423209, 1743971, 1357577, 1363741, 1395974, 1391480, 1360676, 1396737, 1393314, 1558164, 1392050]"
"CBN-PdlC-A2-20150831","[1395990, 1396857, 1512231, 1393824, 1394540, 1412857, 1742052, 1743971, 1394643, 1741624, 1363741, 1394322, 1396253, 1519650, 1391331, 1392535, 1393314, 1395974, 1743422, 1396737, 1395807, 1356350, 1722696, 1743337, 1356871, 1743506, 1398824, 1411089, 1741805, 1391480]"
"CBN-PdlC-A2-20160705","[1394322, 1393824, 1412857, 1393200, 1609716, 1362331, 1394540, 1396094, 1397535, 1400110, 1395974, 1741805, 1393314, 1395942, 1743422, 1396737, 1737422, 1397383, 1355992, 1357988, 1361079, 1361402, 1390846, 1390934, 1392388, 1392662, 1394336, 1394613, 1396417, 1396471, 1396869, 1398816, 1399096, 1492664, 1503192, 1701831, 1722437, 1722444, 1737494, 1743913, 1743924, 1362399, 1722696, 1743337, 1356871, 1356370, 1356359, 1357081, 1359222, 1390898, 1391511, 1393618, 1397942, 1502503]"
"CBN-PdlC-A2-20160726","[1396733, 1392553, 1396481, 1442193, 1512231, 1391310, 1393200, 1392565, 1412857, 1742052, 1391331, 1395974, 1395807, 1397046, 1741805, 1393473, 1519650, 1396737, 1742180, 1356359]"
"CBN-PdlC-A2-20170816","[1391331, 1395990, 1738042, 1741706, 1737491, 1743536, 1478563, 1425936, 1742052, 1393200, 1392565, 1397046, 1356764, 1394643, 1412857, 1395974, 1741805, 1395807, 1356871, 1396737, 1742180, 1390966, 1393946, 1363741]"
"CBN-PdlC-A2-20180702","[1398824, 1512231, 1363741, 1426085, 1356350, 1395974, 1741805, 1743422, 1743645, 1396737, 1356370, 1528543, 1743337, 1358176, 1390846, 1392388, 1394336, 1394613, 1396417, 1492664, 1722444, 1743913, 1743924, 1742180, 1394414, 1355992, 1356669, 1357081, 1357988, 1361079, 1390627, 1390880, 1390934, 1393946, 1396471, 1396869, 1397942, 1398184, 1399096, 1414365, 1478563, 1502503, 1503192, 1722437, 1737655, 1738717, 1741834, 1743396, 1356793]"
"CBN-PdlC-A2-20180723","[1360563, 1395990, 1396869, 1743801, 1390345, 1742052, 1393200, 1359523, 1391331, 1393314, 1743913, 1394554, 1395974, 1361647, 1392745, 1393475, 1396411, 1356356, 1743397, 1359162, 1389550, 1356871, 1393488, 1396737, 1742180, 1355992, 1390846, 1390934, 1392050, 1393771, 1394336, 1502503, 1505455, 1722444, 1738717, 1741706, 1742115]"
"CBN-PdlC-A2-20180815","[1359511, 1357317, 1396869, 1410243, 1363741, 1393564, 1741833, 1356775, 1356587, 1396733, 1356370, 1396737, 1398824, 1743337, 1391480, 1356399, 1361382, 1392745, 1742180, 1396411, 1361647]"
"CBN-PdlC-A2-20180905","[1427744, 1628790, 1395990, 1396857, 1396869, 1410243, 1393564, 1393946, 1355992, 1356669, 1361079, 1390846, 1743397, 1743924, 1391331, 1393824, 1394322, 1489036, 1743971, 1390894, 1394336, 1426085, 1362855, 1395928, 1412857, 1512231, 1737656, 1392626, 1397513, 1738699, 1742052, 1394613, 1398816, 1503192, 1722437, 1722444, 1743913, 1396417, 1396737, 1356871, 1395974, 1390934, 1392388, 1478563, 1743396]"
"CBN-PdlC-A2-20190701","[1361647, 1357081, 1737655, 1361617, 1396471, 1412857, 1393200, 1393857, 1395974, 1394542, 1394554, 1396737, 1363407, 1390887, 1397535, 1398824, 1741600, 1741754]"
"CBN-PdlC-A2-20190722","[1549015, 1393564, 1393946, 1392534, 1392549, 1392553, 1389346, 1392626, 1394641, 1412857, 1359511, 1363741, 1396253, 1743463, 1398816, 1396737, 1397528, 1394540, 1390846, 1396869, 1743913, 1743924, 1363622, 1737655, 1394336, 1395974, 1741805, 1743422, 1356370, 1355992, 1357988, 1361079, 1390934, 1392383, 1392388, 1394613, 1396417, 1396471, 1397942, 1398184, 1399096, 1414365, 1478563, 1492664, 1502503, 1503192, 1722437, 1722444, 1741834, 1743396]"
"CBN-PdlC-A2-20190812","[1361079, 1737699, 1363223, 1396869, 1410243, 1502503, 1396857, 1478563, 1512231, 1359511, 1393314, 1355992, 1357081, 1390898, 1394336, 1394565, 1394613, 1396417, 1503192, 1722444, 1737494, 1743913, 1743924, 1356871, 1396737, 1409318, 1356356, 1358176, 1362399, 1356370, 1359357, 1390846, 1701831, 1741706, 1395974, 1356669, 1357988, 1392388, 1393564, 1393618, 1393946, 1396471, 1414365, 1505455]"
"CBN-PdlC-A2-20190909","[1395990, 1396857, 1396869, 1393564, 1478563, 1450109, 1396249, 1558164, 1359444, 1396471, 1414365, 1502503, 1503192, 1649664, 1722437, 1395868, 1394641, 1412857, 1512231, 1742052, 1391331, 1737699, 1394322, 1355992, 1364038, 1396417, 1622908, 1701831, 1743924, 1395974, 1361705, 1741706, 1397513, 1741805, 1743337, 1390793, 1743913, 1742180]"
"CBN-PdlC-A2-20200629","[1356357, 1356356, 1356669, 1395990, 1478563, 1394789, 1722437, 1364037, 1389740, 1360414, 1390790, 1390880, 1396417, 1741564, 1400182, 1356370, 1395974, 1396737, 1741805, 1742099, 1399096, 1743913, 1743924, 1361528, 1363472, 1390051, 1392015, 1356564]"
"CBN-PdlC-A2-20200722","[1356589, 1390690, 1392767, 1390955, 1419225, 1397123, 1742052, 1396733, 1394336, 1394540, 1394641, 1357220, 1397473, 1743913, 1395974, 1481537, 1397524, 1396869, 1357988, 1743924, 1741805, 1743422, 1396737, 1356356, 1357081, 1737655, 1743397, 1393314, 1355992, 1356424, 1362348, 1363741, 1390898, 1390934, 1392662, 1393762, 1394432, 1395351, 1398184, 1414365, 1478563, 1502503, 1505455, 1701831, 1722444, 1738717, 1741706, 1741834, 1742115, 1743247]"
"CBN-PdlC-A2-20200812","[1363741, 1743971, 1395990, 1396869, 1410243, 1478563, 1359444, 1361079, 1393946, 1502503, 1622908, 1742052, 1738592, 1358147, 1363622, 1394910, 1742053, 1359511, 1390846, 1394336, 1397528, 1743337, 1360748, 1393224, 1393857, 1394613, 1398816, 1743913, 1742180, 1396737, 1743422, 1390880, 1390934, 1392662, 1396417, 1414365, 1722437, 1722444, 1743924, 1395974, 1741805, 1356871, 1391734, 1396471]"
"CBN-PdlC-A3-20130807","[1396869, 1410243, 1356356, 1393824, 1395990, 1478563, 1743742, 1397535, 1394540, 1394581, 1743971, 1361077, 1423209, 1393224, 1397500, 1397524, 1392608, 1426085, 1393657, 1389543, 1519650, 1390836, 1362066, 1397942, 1743924, 1391331]"
"CBN-PdlC-A3-20130903","[1392565, 1450109, 1388793, 1363741, 1391331, 1412857, 1394911, 1742052, 1364179, 1744333, 1388766, 1390641, 1395990, 1489036, 1512231, 1743742, 1360910, 1393619, 1358010, 1395868, 1355992, 1392608, 1394840, 1397046, 1395807, 1397468, 1737507, 1396717, 1398222, 1395974]"
"CBN-PdlC-A3-20140721","[1393200, 1397500, 1721018, 1722407, 1363407, 1394336, 1357577, 1363992, 1363741, 1398824, 1390846, 1737494, 1741564, 1390764, 1742115, 1737669]"
"CBN-PdlC-A3-20140811","[1396094, 1393200, 1393314, 1394603, 1393619, 1397535, 1412857, 1394421, 1394540, 1357317, 1357593, 1359587, 1396253, 1392608, 1395807, 1362363, 1397471, 1360299, 1396733]"
"CBN-PdlC-A3-20140901","[1361872, 1364179, 1390641, 1393312, 1394336, 1396249, 1471017, 1649664, 1701831, 1412857, 1742052, 1394911, 1397046, 1395990, 1394643, 1357593, 1390793, 1394641, 1392608, 1394840, 1397528, 1358655, 1360299, 1360300, 1392614, 1393314, 1395974, 1392632, 1395718, 1395949, 1391331, 1396097, 1396869, 1478563, 1722444, 1743924, 1741834, 1743913]"
