quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
2024-CEV3-20240602,"[1392608, 1362443]",[],[],"[1392608, 1362443]"
CBN-PdlC-A1-20130807,[1396471],"[1396471, 1396471, 1396471, 1396471]","[1489036, 1396471, 1722444, 1394641, 1396869, 1392608]","[1392608, 1396869, 1489036, 1722444, 1394641, 1396471]"
CBN-PdlC-A1-20130903,[1392608],"[1742052, 1392608, 1394336, 1722444]","[1412857, 1394641, 1742052, 1392608]","[1392608, 1394336, 1742052, 1722444, 1394641, 1412857]"
CBN-PdlC-A1-20140721,"[1722444, 1743924, 1363741]",[1743924],"[1394911, 1355992]","[1722444, 1743924, 1355992, 1363741, 1394911]"
CBN-PdlC-A1-20140811,"[1397528, 1519650, 1392608]","[1412857, 1412857, 1392608, 1743913]","[1412857, 1395974, 1392608]","[1392608, 1519650, 1395974, 1743913, 1397528, 1412857]"
CBN-PdlC-A1-20140901,"[1742052, 1395974, 1392608, 1741767]","[1392608, 1392608]","[1742052, 1392608, 1363133]","[1392608, 1742052, 1395974, 1741767, 1363133]"
CBN-PdlC-A1-20150701,[],[],[1392608],[1392608]
CBN-PdlC-A1-20150720,"[1392566, 1394540, 1360654]",[1392608],"[1396843, 1393824, 1397535]","[1392608, 1393824, 1396843, 1394540, 1360654, 1392566, 1397535]"
CBN-PdlC-A1-20150831,[1742052],"[1742052, 1742052, 1392608]","[1519650, 1394641, 1742052, 1412857, 1392608]","[1392608, 1519650, 1742052, 1394641, 1412857]"
CBN-PdlC-A1-20160705,[1394911],[],"[1394911, 1360299]","[1360299, 1394911]"
CBN-PdlC-A1-20160726,[1392608],[1397046],"[1394641, 1412857]","[1392608, 1394641, 1412857, 1397046]"
CBN-PdlC-A1-20170816,"[1742052, 1395974]","[1742052, 1742052, 1412857, 1392608]","[1558164, 1392608]","[1392608, 1742052, 1395974, 1558164, 1412857]"
CBN-PdlC-A1-20170906,[],"[1426085, 1394613, 1743913, 1743924, 1664563]","[1359511, 1361079, 1390898, 1394336, 1502503, 1489036, 1391331, 1394613, 1355992]","[1394336, 1391331, 1426085, 1502503, 1743913, 1489036, 1390898, 1664563, 1743924, 1394613, 1359511, 1355992, 1361079]"
CBN-PdlC-A1-20180702,"[1397524, 1357130]",[1398824],[1398824],"[1398824, 1357130, 1397524]"
CBN-PdlC-A1-20180815,"[1394554, 1359511, 1396417]",[],[1398824],"[1398824, 1396417, 1394554, 1359511]"
CBN-PdlC-A1-20180905,[],[],"[1394540, 1412857, 1356399]","[1412857, 1394540, 1356399]"
CBN-PdlC-A1-20190701,"[1393946, 1722437, 1741600]","[1355992, 1357988, 1722437, 1743924, 1355992, 1394613, 1722437, 1722444, 1743913, 1743924, 1398824]","[1701506, 1743465, 1722437, 1743924, 1355992, 1395974]","[1741600, 1701506, 1357988, 1722437, 1395974, 1398824, 1743913, 1743465, 1722444, 1743924, 1394613, 1355992, 1393946]"
CBN-PdlC-A1-20190722,"[1396869, 1743913]","[1355992, 1396869, 1743924, 1396869, 1394613, 1743913]","[1356775, 1359835]","[1396869, 1356775, 1743913, 1743924, 1394613, 1355992, 1359835]"
CBN-PdlC-A1-20190812,"[1390846, 1502503]","[1743971, 1392608, 1396869]","[1743971, 1390846]","[1392608, 1743971, 1396869, 1502503, 1390846]"
CBN-PdlC-A1-20190909,[1355992],"[1390966, 1392608, 1392608]",[1362745],"[1355992, 1362745, 1392608, 1390966]"
CBN-PdlC-A1-20200629,"[1396417, 1743913, 1743913]","[1394336, 1396417, 1743924, 1355992, 1361079, 1394336, 1394565, 1722437, 1722444, 1743396, 1743924, 1396417, 1398816, 1399096, 1701831, 1743913, 1361079, 1399096, 1722437]",[],"[1394336, 1396417, 1398816, 1399096, 1743396, 1394565, 1722437, 1701831, 1743913, 1722444, 1743924, 1361079, 1355992]"
CBN-PdlC-A1-20200722,"[1394540, 1549015, 1722437]","[1392549, 1549015, 1412857, 1392608]","[1392534, 1392549, 1549015, 1392608]","[1392608, 1392549, 1722437, 1394540, 1392534, 1549015, 1412857]"
CBN-PdlC-A1-20200812,[1355993],[1495503],"[1355993, 1358654]","[1355993, 1358654, 1495503]"
CBN-PdlC-A2-20130807,"[1396471, 1412857, 1396737, 1397468]","[1396471, 1396869, 1412857, 1355992, 1396869, 1701831, 1388915, 1390846, 1396869, 1396737]","[1396869, 1394322, 1412857, 1396737]","[1396737, 1396869, 1701831, 1394322, 1388915, 1396471, 1355992, 1412857, 1397468, 1390846]"
