"quadrat_id","species_ids"
"2024-CEV3-20240602","[1391989, 1392608]"
"CBN-PdlC-A1-20130807","[1489036, 1396471, 1722444, 1741624, 1394641, 1742052, 1412857, 1396869, 1396185, 1392608]"
"CBN-PdlC-A1-20130903","[1412857, 1394641, 1742052, 1392608, 1722444]"
"CBN-PdlC-A1-20140721","[1394911, 1744235, 1355992, 1426085]"
"CBN-PdlC-A1-20140811","[1412857, 1395974, 1392608]"
"CBN-PdlC-A1-20140901","[1742052, 1394641, 1646497, 1392608, 1741767, 1363133]"
"CBN-PdlC-A1-20150701","[1558164, 1395974, 1392608]"
"CBN-PdlC-A1-20150720","[1396843, 1393824, 1397535]"
"CBN-PdlC-A1-20150831","[1519650, 1394641, 1742052, 1412857, 1392614, 1392608]"
"CBN-PdlC-A1-20160705","[1394911, 1390793, 1743646, 1360299]"
"CBN-PdlC-A1-20160726","[1394641, 1412857]"
"CBN-PdlC-A1-20170816","[1395990, 1742052, 1558164, 1395974, 1392608]"
"CBN-PdlC-A1-20170906","[1359511, 1361079, 1390898, 1394336, 1502503, 1489036, 1391331, 1412857, 1394613, 1390846, 1355992]"
"CBN-PdlC-A1-20180702","[1398824]"
"CBN-PdlC-A1-20180815","[1742523, 1398824]"
"CBN-PdlC-A1-20180905","[1394540, 1412857, 1356399]"
"CBN-PdlC-A1-20190701","[1701506, 1743465, 1737655, 1355992, 1722437, 1743924, 1392565, 1395974]"
"CBN-PdlC-A1-20190722","[1425936, 1356775, 1359835, 1356399, 1397468]"
"CBN-PdlC-A1-20190812","[1743971, 1390846]"
"CBN-PdlC-A1-20190909","[1393619, 1395974, 1362745]"
"CBN-PdlC-A1-20200629","[]"
"CBN-PdlC-A1-20200722","[1392534, 1392549, 1392553, 1549015, 1392608]"
"CBN-PdlC-A1-20200812","[1398824, 1355993, 1358654, 1360299]"
"CBN-PdlC-A2-20130807","[1396869, 1396471, 1394322, 1743971, 1412857, 1396737]"
"CBN-PdlC-A2-20130903","[1355992, 1361079, 1743256, 1743465]"
"CBN-PdlC-A2-20140721","[1363741, 1356370]"
"CBN-PdlC-A2-20140901","[1394322, 1395990, 1743801, 1412857, 1397046, 1395974, 1359521, 1359444]"
"CBN-PdlC-A2-20150720","[1412857, 1394603, 1395974]"
"CBN-PdlC-A2-20150810","[1412857]"
"CBN-PdlC-A2-20150831","[1412857, 1356370, 1395974]"
"CBN-PdlC-A2-20160705","[1397535, 1412857, 1722444, 1743913, 1395974, 1396737, 1361079, 1356359]"
"CBN-PdlC-A2-20160726","[1393200, 1412857, 1395974]"
"CBN-PdlC-A2-20170816","[1394911, 1397046, 1395990, 1395807, 1395974]"
"CBN-PdlC-A2-20180702","[1398824, 1391427, 1395974, 1741805, 1743337, 1394336, 1394613, 1361079, 1390934, 1393946, 1396417, 1396869, 1397942, 1398184, 1502503, 1503192, 1722437, 1722444, 1737655, 1741834, 1743396, 1743397, 1743924]"
"CBN-PdlC-A2-20180723","[1393200, 1396869, 1743397, 1502503]"
"CBN-PdlC-A2-20180815","[1397353, 1356370, 1396737, 1398824]"
"CBN-PdlC-A2-20180905","[1393946, 1412857, 1396869, 1395807, 1396737, 1361079, 1394613, 1396417, 1503192, 1722437, 1722444, 1737655, 1741834, 1743924]"
"CBN-PdlC-A2-20190701","[1737655, 1395974, 1398824]"
"CBN-PdlC-A2-20190722","[1549015, 1394540, 1363741, 1390846, 1396869, 1394336, 1361079, 1502503, 1503192, 1722437, 1722444, 1741834, 1743924]"
"CBN-PdlC-A2-20190812","[1396869, 1398824, 1394336, 1722437, 1743924, 1512231, 1412857, 1394613]"
"CBN-PdlC-A2-20190909","[1741706, 1414365, 1412857, 1395974, 1395807]"
"CBN-PdlC-A2-20200629","[1395974]"
"CBN-PdlC-A2-20200722","[1390690, 1395974, 1394336, 1396869]"
"CBN-PdlC-A2-20200812","[1359511, 1394336, 1396869]"
"CBN-PdlC-A3-20130807","[1356669]"
"CBN-PdlC-A3-20130903","[1396869, 1412857, 1364179, 1392608, 1395807]"
