quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
2024-CEV3-20240602,"[1392608, 1362443, 1392598]","[1395990, 1363901, 1360187, 1360193, 1360208, 1360307]","[1391989, 1356804, 1395045, 1392608]","[1392608, 1360193, 1356804, 1395045, 1362443, 1360208, 1360307, 1391989, 1392598, 1395990, 1360187, 1363901]"
CBN-PdlC-A1-20130807,"[1396471, 1396471]","[1396471, 1396471, 1397468, 1396471, 1742052, 1396185, 1396471, 1743924, 1361077, 1392608]","[1489036, 1392662, 1396471, 1722444, 1392565, 1395990, 1741624, 1394641, 1742052, 1412857, 1396869, 1396185, 1360591, 1392608]","[1392608, 1742052, 1396869, 1489036, 1722444, 1360591, 1394641, 1741624, 1743924, 1361077, 1392662, 1396471, 1392565, 1396185, 1395990, 1412857, 1397468]"
CBN-PdlC-A1-20130903,"[1392632, 1396857, 1396857, 1392608, 1737565]","[1396869, 1396857, 1392626, 1742052, 1392608, 1394336, 1396417, 1701831, 1722444]","[1392050, 1412857, 1743971, 1394641, 1742052, 1362745, 1392608, 1722444, 1722437]","[1392608, 1394336, 1396417, 1743971, 1742052, 1396869, 1722437, 1701831, 1722444, 1394641, 1392626, 1392050, 1412857, 1362745, 1392632, 1396857, 1737565]"
CBN-PdlC-A1-20140721,"[1390846, 1363741, 1722444, 1743924, 1363741, 1390846]","[1390641, 1395718, 1743924, 1396869]","[1394911, 1744235, 1363741, 1393771, 1355992, 1426085, 1743924]","[1396869, 1395718, 1426085, 1744235, 1722444, 1393771, 1390641, 1743924, 1355992, 1363741, 1390846, 1394911]"
CBN-PdlC-A1-20140811,"[1397528, 1412857, 1397528, 1418612, 1519650, 1743913, 1392608]","[1412857, 1390793, 1412857, 1395974, 1743913, 1392608, 1743913, 1392608, 1392608]","[1412857, 1395974, 1390793, 1356359, 1392608]","[1392608, 1519650, 1395974, 1356359, 1743913, 1390793, 1418612, 1397528, 1412857]"
CBN-PdlC-A1-20140901,"[1742052, 1393939, 1356359, 1395974, 1392608, 1741767]","[1392608, 1741767, 1395063, 1358496, 1392608, 1392608, 1361091]","[1742052, 1394641, 1646497, 1392608, 1741767, 1363133, 1391840]","[1392608, 1358496, 1646497, 1361091, 1742052, 1391840, 1395974, 1356359, 1741767, 1394641, 1393939, 1395063, 1363133]"
CBN-PdlC-A1-20150701,[],"[1396144, 1391503, 1392608, 1396464]","[1396253, 1395990, 1558164, 1392565, 1391331, 1395974, 1392608]","[1392608, 1391331, 1395974, 1391503, 1396144, 1396464, 1558164, 1392565, 1395990, 1396253]"
CBN-PdlC-A1-20150720,"[1392566, 1394540, 1397528, 1360654]","[1397524, 1397535, 1743304, 1355993, 1392608]","[1393824, 1360312, 1396843, 1425936, 1397535, 1742180, 1361382]","[1392608, 1393824, 1742180, 1360312, 1361382, 1743304, 1396843, 1394540, 1360654, 1425936, 1397524, 1392566, 1397528, 1355993, 1397535]"
CBN-PdlC-A1-20150831,"[1519650, 1742052]","[1742052, 1519650, 1393824, 1742052, 1398824, 1360299, 1392608, 1392611]","[1519650, 1394641, 1742052, 1394643, 1412857, 1392614, 1741767, 1392608]","[1393824, 1392608, 1519650, 1392611, 1742052, 1392614, 1741767, 1398824, 1360299, 1394641, 1394643, 1412857]"
CBN-PdlC-A1-20160705,[1394911],"[1394911, 1394540, 1390846, 1412857, 1359342, 1360299, 1392608]","[1743971, 1394911, 1390793, 1743646, 1360299, 1392608]","[1392608, 1743971, 1390793, 1360299, 1394540, 1359342, 1743646, 1412857, 1390846, 1394911]"
CBN-PdlC-A1-20160726,"[1390793, 1392608]","[1394908, 1397046, 1549015, 1394641, 1742052, 1392608]","[1549015, 1394641, 1742052, 1412857, 1744235, 1397467]","[1392608, 1742052, 1390793, 1744235, 1394641, 1397046, 1549015, 1412857, 1397467, 1394908]"
