quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
2024-CEV3-20240602,"[1362443, 1392598, 1392608]","[1360187, 1360193, 1360208, 1360307, 1363901, 1395990]","[1360193, 1360222, 1362443, 1391360, 1395045, 1395114, 1397516]","[1392608, 1360193, 1391360, 1395045, 1395114, 1362443, 1397516, 1360208, 1360307, 1392598, 1395990, 1360187, 1363901, 1360222]"
CBN-PdlC-A1-20130807,[1396471],[1396471],"[1358496, 1359921, 1360591, 1392565, 1392608, 1394641, 1395990, 1396185, 1396471, 1396869, 1412857, 1489036, 1722444, 1741624, 1742052]","[1358496, 1392608, 1742052, 1396869, 1489036, 1722444, 1360591, 1359921, 1394641, 1741624, 1392565, 1395990, 1396471, 1412857, 1396185]"
CBN-PdlC-A1-20130903,"[1392608, 1392632, 1396857, 1737565]","[1392608, 1392626, 1394336, 1396417, 1396857, 1396869, 1701831, 1722444, 1742052]","[1392608, 1742052]","[1392608, 1394336, 1396417, 1742052, 1396869, 1701831, 1722444, 1392626, 1392632, 1396857, 1737565]"
CBN-PdlC-A1-20140721,"[1363741, 1390846, 1722444, 1743924]","[1390641, 1395718, 1396869, 1743924]","[1355992, 1357577, 1361373, 1363741, 1394289, 1394908, 1396471, 1396869, 1397046, 1397535, 1397942, 1743924]","[1361373, 1396869, 1395718, 1357577, 1722444, 1390641, 1394289, 1743924, 1397046, 1396471, 1355992, 1397942, 1394908, 1363741, 1390846, 1397535]"
CBN-PdlC-A1-20140811,"[1392608, 1397528, 1412857, 1418612, 1519650, 1743913]","[1392608, 1412857, 1743913]","[1356359, 1395974]","[1392608, 1519650, 1395974, 1356359, 1743913, 1418612, 1397528, 1412857]"
CBN-PdlC-A1-20140901,"[1356359, 1392608, 1393939, 1395974, 1741767, 1742052]",[1392608],"[1392608, 1742052]","[1392608, 1742052, 1395974, 1741767, 1356359, 1393939]"
CBN-PdlC-A1-20150701,[],"[1391503, 1392608, 1396144, 1396464]","[1391331, 1392608, 1394322, 1395974, 1398824, 1412857, 1519650]","[1392608, 1519650, 1391331, 1395974, 1398824, 1391503, 1396464, 1396144, 1394322, 1412857]"
CBN-PdlC-A1-20150720,"[1360654, 1392566, 1394540, 1397528]","[1355993, 1392608, 1397524, 1397535, 1743304]","[1356370, 1360312, 1360654, 1361872, 1390641, 1394641, 1396296, 1396843, 1397046, 1402995, 1425936]","[1360654, 1425936, 1397524, 1397528, 1397535, 1390641, 1392566, 1397046, 1360312, 1743304, 1396296, 1361872, 1394641, 1356370, 1355993, 1392608, 1396843, 1394540, 1402995]"
CBN-PdlC-A1-20150831,"[1519650, 1742052]","[1360299, 1392608, 1392611, 1393824, 1398824, 1519650, 1742052]","[1412857, 1519650, 1742052]","[1392608, 1393824, 1519650, 1392611, 1742052, 1398824, 1360299, 1412857]"
CBN-PdlC-A1-20160705,[1394911],"[1359342, 1360299, 1390846, 1392608, 1394540, 1394911, 1412857]","[1355993, 1360299, 1361079, 1362331, 1394336, 1722437]","[1392608, 1394336, 1355993, 1722437, 1360299, 1394540, 1359342, 1361079, 1412857, 1362331, 1390846, 1394911]"
CBN-PdlC-A1-20160726,"[1390793, 1392608]","[1392608, 1394641, 1394908, 1397046, 1549015, 1742052]","[1392608, 1394641, 1397467, 1412857, 1549015, 1744235]","[1392608, 1742052, 1390793, 1744235, 1394641, 1397046, 1549015, 1412857, 1397467, 1394908]"
CBN-PdlC-A1-20170816,"[1393340, 1395974, 1742052]",[1742052],"[1395974, 1742052]","[1742052, 1393340, 1395974]"
