"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1360193, 1360208]"
"CBN-PdlC-A1-20130807","[1396471]"
"CBN-PdlC-A1-20130903","[1392608, 1392626, 1394336, 1396417, 1722444, 1742052]"
"CBN-PdlC-A1-20140721","[1395718, 1396869, 1743924]"
"CBN-PdlC-A1-20140811","[1392608, 1412857, 1743913]"
"CBN-PdlC-A1-20140901","[1392608]"
"CBN-PdlC-A1-20150701","[1391503, 1392608]"
"CBN-PdlC-A1-20150720","[1392608, 1397524]"
"CBN-PdlC-A1-20150831","[1392608, 1393824, 1742052]"
"CBN-PdlC-A1-20160705","[1390846]"
"CBN-PdlC-A1-20160726","[1392608, 1397046]"
"CBN-PdlC-A1-20170816","[1392608, 1395974, 1412857, 1742052]"
"CBN-PdlC-A1-20170906","[1390846, 1391331, 1394336, 1394613, 1426085, 1664563, 1722437, 1741834, 1742052, 1743913, 1743924, 1743971]"
"CBN-PdlC-A1-20180702","[1397524, 1398824]"
"CBN-PdlC-A1-20180815","[]"
"CBN-PdlC-A1-20180905","[1412857]"
"CBN-PdlC-A1-20190701","[1355992, 1357988, 1394613, 1395974, 1396417, 1398824, 1722437, 1722444, 1743465, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1355992, 1394613, 1395990, 1396869, 1741834, 1743913, 1743924]"
"CBN-PdlC-A1-20190812","[1390846, 1392608, 1396869, 1743971]"
"CBN-PdlC-A1-20190909","[1390966, 1392608]"
"CBN-PdlC-A1-20200629","[1361079, 1394336, 1396417, 1399096, 1722437, 1722444, 1743913, 1743924]"
"CBN-PdlC-A1-20200722","[1392549, 1392553, 1392608, 1396417, 1412857, 1549015, 1722437, 1722444, 1742052]"
"CBN-PdlC-A1-20200812","[1355993, 1495503]"
"CBN-PdlC-A2-20130807","[1396737, 1396869]"
"CBN-PdlC-A2-20130903","[1394613, 1396471, 1396737, 1396869, 1722444, 1743924]"
"CBN-PdlC-A2-20140721","[1356370, 1396869, 1743337, 1743913]"
"CBN-PdlC-A2-20140901","[1394322, 1395990, 1412857, 1742052]"
"CBN-PdlC-A2-20150720","[1394540, 1395974, 1396094, 1412857]"
"CBN-PdlC-A2-20150810","[1359723, 1412857]"
"CBN-PdlC-A2-20150831","[1392535, 1395974, 1412857]"
"CBN-PdlC-A2-20160705","[1361079, 1393314, 1394336, 1394613, 1395974, 1396471, 1396869, 1398816, 1412857, 1722444, 1741805, 1743422, 1743924]"
"CBN-PdlC-A2-20160726","[1393200, 1396869, 1412857, 1743913, 1743924]"
"CBN-PdlC-A2-20170816","[1395974, 1396869, 1742052]"
"CBN-PdlC-A2-20180702","[1394336, 1395974, 1396869, 1722437, 1722444, 1743924]"
"CBN-PdlC-A2-20180723","[1391331, 1393200, 1396869, 1502503]"
"CBN-PdlC-A2-20180815","[1356370, 1364038, 1396869]"
"CBN-PdlC-A2-20180905","[1394613, 1396417, 1396869, 1410243, 1412857, 1722444, 1743396, 1743913, 1743924]"
"CBN-PdlC-A2-20190701","[1395974, 1737655, 1743924]"
"CBN-PdlC-A2-20190722","[1355992, 1357988, 1361079, 1363741, 1392388, 1394336, 1394540, 1395974, 1396417, 1396869, 1398184, 1398816, 1502503, 1503192, 1549015, 1722437, 1722444, 1741834, 1743396, 1743913, 1743924]"
