"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1360208, 1360222, 1360307, 1362363, 1362443]"
"CBN-PdlC-A1-20130807","[1358119, 1361079, 1396185, 1396471, 1396869, 1412857, 1742052, 1742114]"
"CBN-PdlC-A1-20130903","[1391331, 1394336, 1394641, 1395974, 1396857, 1396869, 1492664, 1701831, 1722444, 1742052]"
"CBN-PdlC-A1-20140721","[1363741, 1390846]"
"CBN-PdlC-A1-20140811","[1390793, 1392608, 1395974, 1395990, 1412857, 1418612, 1743913]"
"CBN-PdlC-A1-20140901","[1392407, 1392608, 1395063, 1395974, 1741767, 1742052]"
"CBN-PdlC-A1-20150701","[1394322, 1519650]"
"CBN-PdlC-A1-20150720","[1360654, 1392608]"
"CBN-PdlC-A1-20150831","[1392611, 1393824, 1519650, 1742052]"
"CBN-PdlC-A1-20160705","[1355992, 1356359, 1357577, 1359342, 1360299, 1361079, 1363550, 1390793, 1390846, 1390872, 1391120, 1391511, 1392608, 1393824, 1394336, 1394540, 1394613, 1394908, 1394911, 1397535, 1397542, 1412857, 1519650, 1722437, 1743646, 1743913, 1743971]"
"CBN-PdlC-A1-20160726","[1394641]"
"CBN-PdlC-A1-20170816","[1395990, 1742052]"
"CBN-PdlC-A1-20170906","[1390846, 1394336, 1394540, 1396869, 1742052]"
"CBN-PdlC-A1-20180702","[1397524, 1398824]"
"CBN-PdlC-A1-20180815","[1359511, 1398824]"
"CBN-PdlC-A1-20180905","[1391331, 1393824, 1394540, 1398824, 1519650, 1742052]"
"CBN-PdlC-A1-20190701","[1355992, 1361079, 1390934, 1394336, 1394613, 1395974, 1396417, 1396869, 1398824, 1503192, 1701831, 1722437, 1722444, 1737655, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1390846, 1394336, 1394613, 1396417, 1396843, 1396869, 1397524, 1512231, 1519650, 1722437, 1743913, 1743924]"
"CBN-PdlC-A1-20190812","[1355993, 1360299, 1390846, 1392608, 1392611, 1396417, 1396869, 1412857, 1519650, 1628790, 1742052]"
"CBN-PdlC-A1-20190909","[1390802, 1390966, 1392608, 1395974, 1558164, 1742052]"
"CBN-PdlC-A1-20200629","[1355992, 1361079, 1390846, 1394336, 1396417, 1398816, 1399096, 1722437, 1722444, 1743913, 1743924]"
"CBN-PdlC-A1-20200722","[1392553, 1392608, 1394908, 1395531, 1396417, 1519650, 1549015, 1742052]"
"CBN-PdlC-A1-20200812","[1355992, 1355993, 1357526, 1360299, 1360300, 1363327, 1363741, 1389771, 1390846, 1391312, 1392608, 1392611, 1392614, 1393824, 1393946, 1394581, 1396057, 1396307, 1396869, 1398824, 1426085, 1495503, 1517561, 1741608, 1743971]"
"CBN-PdlC-A2-20130807","[1355992, 1356370, 1361079, 1388915, 1390846, 1396471, 1396737, 1396869, 1397468, 1412857, 1722444, 1743924]"
"CBN-PdlC-A2-20130903","[1356370, 1395974, 1396471, 1396737, 1743924]"
"CBN-PdlC-A2-20140721","[1390846, 1396737, 1743913]"
"CBN-PdlC-A2-20140901","[1394895, 1395974, 1395990, 1396471, 1396869, 1412857, 1741805]"
"CBN-PdlC-A2-20150720","[1358176, 1359835, 1395974, 1396737, 1396869, 1397528, 1398824]"
"CBN-PdlC-A2-20150810","[1395974]"
"CBN-PdlC-A2-20150831","[1395974, 1396737, 1412857]"
"CBN-PdlC-A2-20160705","[1356370, 1361079, 1393314, 1394336, 1395974, 1396471, 1396737, 1397535, 1412857, 1722444, 1743422, 1743924]"
"CBN-PdlC-A2-20160726","[1395974, 1396869]"
