"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1360193, 1360208, 1360217, 1360222, 1360223, 1360304, 1360307, 1360874, 1360931, 1362363, 1362443, 1363944, 1363993, 1364120, 1391360, 1391989, 1392599, 1392608, 1392774, 1394359, 1394636, 1394848, 1395045, 1395114, 1395132, 1395715, 1395990, 1396481, 1397516, 1398644, 1400125, 1400175, 1413421, 1737650, 1738042]"
"CBN-PdlC-A1-20130807","[1361079, 1394641, 1396185, 1396471, 1741624, 1742052]"
"CBN-PdlC-A1-20130903","[1391331, 1392553, 1392608, 1394336, 1394641, 1395974, 1395990, 1396857, 1722444, 1742052]"
"CBN-PdlC-A1-20140721","[1355992, 1357577, 1363741, 1390846, 1394414, 1397535, 1402995]"
"CBN-PdlC-A1-20140811","[1392608, 1395974, 1412857]"
"CBN-PdlC-A1-20140901","[1355992, 1358496, 1391331, 1392608, 1394895, 1396185, 1742052]"
"CBN-PdlC-A1-20150701","[1392608, 1394322, 1396253, 1412857, 1519650, 1742052]"
"CBN-PdlC-A1-20150720","[1355993, 1394540, 1394641, 1397535]"
"CBN-PdlC-A1-20150831","[1392608, 1394641, 1412857, 1519650, 1742052]"
"CBN-PdlC-A1-20160705","[1360299, 1390793, 1390846, 1392608, 1394336, 1394613, 1394911, 1396869, 1397535, 1503192, 1722437]"
"CBN-PdlC-A1-20160726","[1394641, 1397046, 1742052]"
"CBN-PdlC-A1-20170816","[1394641, 1558164, 1742052]"
"CBN-PdlC-A1-20170906","[1394336, 1394613, 1395990, 1412857, 1722437]"
"CBN-PdlC-A1-20180702","[1398824]"
"CBN-PdlC-A1-20180815","[1363741, 1398824, 1425936]"
"CBN-PdlC-A1-20180905","[1394540, 1395974, 1398824, 1412857]"
"CBN-PdlC-A1-20190701","[1355992, 1357988, 1361079, 1389650, 1394336, 1394613, 1395974, 1396417, 1396869, 1398824, 1722437, 1722444, 1737507, 1741601, 1743397, 1743465, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1394336, 1394613, 1396869, 1743913, 1743924]"
"CBN-PdlC-A1-20190812","[1390846, 1398824, 1628790, 1743971]"
"CBN-PdlC-A1-20190909","[1355992, 1391331, 1392608, 1394641, 1558164, 1742052]"
"CBN-PdlC-A1-20200629","[1361079, 1361148, 1361528, 1394336, 1396417, 1722437, 1722444]"
"CBN-PdlC-A1-20200722","[1392534, 1392549, 1392553, 1392608, 1394908, 1395974, 1549015, 1722437, 1742052]"
"CBN-PdlC-A1-20200812","[1355993, 1358654, 1359835, 1360299, 1363741, 1392608, 1394641, 1398824, 1412857, 1502503]"
"CBN-PdlC-A2-20130807","[1355992, 1361079, 1394322, 1396471, 1396737, 1396869, 1397468, 1412857, 1489036, 1741624, 1743971]"
"CBN-PdlC-A2-20130903","[1355992, 1394895, 1395974, 1395990, 1396417, 1396471, 1396737, 1396869, 1722444]"
"CBN-PdlC-A2-20140721","[1390846, 1396737, 1396869, 1743337, 1743924, 1744235]"
"CBN-PdlC-A2-20140901","[1394895, 1395974, 1395990, 1396185, 1396869, 1412857, 1741805, 1743924]"
"CBN-PdlC-A2-20150720","[1356370, 1361647, 1393824, 1394540, 1395974, 1396737, 1397524, 1397528, 1412857, 1743337]"
"CBN-PdlC-A2-20150810","[1395974, 1412857]"
"CBN-PdlC-A2-20150831","[1356370, 1395974, 1396737, 1412857]"
"CBN-PdlC-A2-20160705","[1356370, 1361079, 1393314, 1394336, 1394613, 1395974, 1396094, 1396737, 1397535, 1412857]"
"CBN-PdlC-A2-20160726","[1395974, 1396869, 1412857]"
"CBN-PdlC-A2-20170816","[1395974, 1395990, 1398816, 1412857]"
"CBN-PdlC-A2-20180702","[1361079, 1394336, 1395974, 1396737, 1396869, 1503192, 1722437, 1722444, 1743913, 1743924]"
"CBN-PdlC-A2-20180723","[1359162, 1396869]"
"CBN-PdlC-A2-20180815","[1356370, 1394336, 1396737, 1396869, 1398824, 1722444]"
"CBN-PdlC-A2-20180905","[1359511, 1393824, 1393946, 1394336, 1394613, 1395974, 1396737, 1396869, 1412857, 1502503, 1743337, 1743913, 1743971]"
"CBN-PdlC-A2-20190701","[1395974, 1396869]"
"CBN-PdlC-A2-20190722","[1361079, 1390880, 1393946, 1394336, 1395974, 1396737, 1396869, 1398816, 1503192, 1722437, 1743924]"
"CBN-PdlC-A2-20190812","[1359511, 1393946, 1394336, 1394613, 1395974, 1396869, 1398824, 1502503, 1512231, 1628790, 1722444]"
"CBN-PdlC-A2-20190909","[1395974, 1395990, 1396869, 1412857]"
"CBN-PdlC-A2-20200629","[1356356, 1356370, 1361528, 1390051, 1390790, 1390880, 1394789, 1396417, 1478563, 1722437, 1742180]"
"CBN-PdlC-A2-20200722","[1395974, 1396869]"
"CBN-PdlC-A2-20200812","[1359511, 1393946, 1394336, 1394613, 1395974, 1396737, 1396869]"
"CBN-PdlC-A3-20130807","[1397524, 1397535]"
"CBN-PdlC-A3-20130903","[1392608]"
