"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1362443, 1392598, 1392608, 1394636, 1396481]"
"CBN-PdlC-A1-20130807","[1396471, 1742052]"
"CBN-PdlC-A1-20130903","[1358197, 1392407, 1392608, 1392632, 1394540, 1395974, 1396857, 1397468, 1722444, 1737565, 1742052, 1743396]"
"CBN-PdlC-A1-20140721","[1363741, 1390846]"
"CBN-PdlC-A1-20140811","[1392608, 1393824, 1396733, 1397528, 1412857, 1418612, 1519650, 1743913]"
"CBN-PdlC-A1-20140901","[1356359, 1392608, 1393939, 1395718, 1395974, 1397485, 1737507, 1741767, 1742052]"
"CBN-PdlC-A1-20150701","[]"
"CBN-PdlC-A1-20150720","[1355993, 1360654, 1363741, 1391331, 1392566, 1394540, 1394641, 1397500, 1397528, 1398824, 1400096, 1412857, 1697384]"
"CBN-PdlC-A1-20150831","[1519650, 1742052]"
"CBN-PdlC-A1-20160705","[1389346, 1390846, 1394911, 1396417, 1398167, 1737669]"
"CBN-PdlC-A1-20160726","[1389771, 1390793, 1391331, 1392608, 1397535, 1412857, 1519650]"
"CBN-PdlC-A1-20170816","[1363741, 1390793, 1392608, 1393340, 1395974, 1414365, 1558164, 1742052]"
"CBN-PdlC-A1-20170906","[1390846]"
"CBN-PdlC-A1-20180702","[1357130, 1361382, 1363550, 1391331, 1397524, 1398824]"
"CBN-PdlC-A1-20180815","[1359511, 1393224, 1394554, 1396417]"
"CBN-PdlC-A1-20180905","[1356399, 1412857, 1651162]"
"CBN-PdlC-A1-20190701","[1359665, 1390934, 1393946, 1396417, 1396869, 1397524, 1398824, 1503192, 1722437, 1722444, 1737655, 1741600, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1356356, 1357817, 1390846, 1395990, 1396869, 1397528, 1743645, 1743913, 1743924]"
"CBN-PdlC-A1-20190812","[1355993, 1363741, 1390846, 1396417, 1397528, 1502503, 1722437, 1741706]"
"CBN-PdlC-A1-20190909","[1355992, 1390793, 1392608, 1395974, 1737565]"
"CBN-PdlC-A1-20200629","[1361528, 1391511, 1396417, 1701831, 1722437, 1743396, 1743913]"
"CBN-PdlC-A1-20200722","[1355993, 1392608, 1394540, 1396417, 1397046, 1549015, 1722437, 1722444, 1742052]"
"CBN-PdlC-A1-20200812","[1355993, 1396417, 1426085, 1512231]"
"CBN-PdlC-A2-20130807","[1356356, 1356370, 1360591, 1362228, 1391494, 1392767, 1395990, 1396030, 1396471, 1396737, 1396857, 1396869, 1397468, 1412857, 1489036, 1741624, 1741880]"
"CBN-PdlC-A2-20130903","[1393830, 1394895, 1395868, 1395974, 1395990, 1396737, 1437724, 1744541]"
"CBN-PdlC-A2-20140721","[1396737, 1743913]"
