"quadrat_id","species_ids"
"2024-CEV3-20240602","[1394636, 1392608, 1362443, 1396481, 1392598, 1360187]"
"CBN-PdlC-A1-20130807","[1396471, 1396471, 1394641, 1742052, 1391869, 1396471, 1742052, 1359423, 1355992]"
"CBN-PdlC-A1-20130903","[1392632, 1394540, 1397468, 1396857, 1396857, 1392407, 1358197, 1742052, 1395974, 1392608, 1737565, 1722444, 1743396, 1392608]"
"CBN-PdlC-A1-20140721","[1390846, 1363741, 1393314, 1390793, 1355992, 1722444, 1743924, 1390846, 1390846, 1363741, 1390846, 1396869]"
"CBN-PdlC-A1-20140811","[1393824, 1397528, 1393824, 1396733, 1412857, 1397528, 1418612, 1519650, 1743913, 1392608]"
"CBN-PdlC-A1-20140901","[1742052, 1393939, 1737507, 1356359, 1397485, 1395718, 1395974, 1392608, 1741767]"
"CBN-PdlC-A1-20150701","[]"
"CBN-PdlC-A1-20150720","[1391331, 1363741, 1392566, 1394540, 1397500, 1394641, 1412857, 1397528, 1400096, 1697384, 1360654, 1398824, 1355993]"
"CBN-PdlC-A1-20150831","[1519650, 1742052]"
"CBN-PdlC-A1-20160705","[1394911, 1389346, 1390846, 1396417, 1398167, 1737669]"
"CBN-PdlC-A1-20160726","[1391331, 1397535, 1390793, 1412857, 1519650, 1389771, 1392608]"
"CBN-PdlC-A1-20170816","[1558164, 1742052, 1393340, 1390793, 1742052, 1414365, 1363741, 1395974]"
"CBN-PdlC-A1-20170906","[1519650, 1390898, 1390846, 1742052, 1743913, 1390846, 1361617, 1390846, 1396417, 1390846, 1721729]"
"CBN-PdlC-A1-20180702","[1391331, 1397524, 1397524, 1357130, 1363550, 1398824]"
"CBN-PdlC-A1-20180815","[1394554, 1359511, 1393224, 1396417]"
"CBN-PdlC-A1-20180905","[1651162, 1412857, 1356399]"
"CBN-PdlC-A1-20190701","[1390934, 1393946, 1396869, 1503192, 1722437, 1737655, 1743924, 1359665, 1397524, 1741600, 1741600, 1396417, 1722444, 1743913, 1398824, 1398824]"
"CBN-PdlC-A1-20190722","[1395990, 1743924, 1396869, 1356356, 1743913, 1743645, 1357817, 1390846, 1397528]"
"CBN-PdlC-A1-20190812","[1363741, 1390846, 1396417, 1722437, 1390846, 1396417, 1502503, 1355993, 1397528, 1741706]"
"CBN-PdlC-A1-20190909","[1390793, 1395974, 1355992, 1392608, 1737565]"
"CBN-PdlC-A1-20200629","[1361528, 1396417, 1391511, 1396417, 1701831, 1722437, 1743396, 1743913, 1743913]"
"CBN-PdlC-A1-20200722","[1394540, 1397046, 1549015, 1742052, 1392608, 1396417, 1722437, 1722444, 1355993, 1392608]"
"CBN-PdlC-A1-20200812","[1355993, 1396417, 1426085, 1355993, 1512231]"
"CBN-PdlC-A2-20130807","[1392767, 1362228, 1396857, 1741624, 1396471, 1356356, 1395990, 1412857, 1741624, 1741880, 1396869, 1396737, 1397468, 1360591, 1396030, 1489036, 1741880, 1396869, 1356370, 1396737, 1391494]"
"CBN-PdlC-A2-20130903","[1393830, 1744541, 1395868, 1395990, 1395974, 1396737, 1394895, 1395974, 1437724]"
"CBN-PdlC-A2-20140721","[1396737, 1399772, 1356370, 1396737, 1743337, 1396737, 1743913, 1743913]"
"CBN-PdlC-A2-20140901","[1360312, 1412857, 1396737, 1390539, 1394789, 1723120, 1742099, 1743924]"
"CBN-PdlC-A2-20150720","[1395990, 1396869, 1394540, 1397524, 1412857, 1393824, 1395974, 1396737, 1398824, 1396737]"
"CBN-PdlC-A2-20150810","[1395974, 1412857, 1361647, 1395974, 1396737, 1395974, 1396737]"
"CBN-PdlC-A2-20150831","[1395990, 1412857, 1512231, 1396857, 1395807, 1412857, 1412857, 1412857, 1396737, 1395807, 1395974, 1396737, 1396737]"
"CBN-PdlC-A2-20160705","[1609716, 1390641, 1743913, 1741805, 1396737, 1356370]"
"CBN-PdlC-A2-20160726","[1519650, 1412857, 1393200, 1519650, 1743913, 1394554, 1412857, 1355992, 1396869, 1395974, 1357081, 1396869]"
"CBN-PdlC-A2-20170816","[1741706, 1395990, 1396737, 1394866, 1396737]"
"CBN-PdlC-A2-20180702","[1357081, 1357988, 1359444, 1361617, 1396869, 1478563, 1502503, 1503192, 1394613, 1396417, 1743913, 1743924, 1398824, 1389329, 1397524, 1394336, 1396737, 1742180]"
"CBN-PdlC-A2-20180723","[1396857, 1396869, 1396869, 1622908, 1743913, 1396869]"
"CBN-PdlC-A2-20180815","[1363741, 1355992, 1397942, 1478563, 1396869, 1502503, 1412857, 1363741, 1396737, 1363741, 1356370, 1398816, 1356370, 1356370, 1396737, 1392745, 1390846]"
"CBN-PdlC-A2-20180905","[1359531, 1390955, 1393564, 1394540, 1395990, 1628790, 1653859, 1355992, 1390898, 1391511, 1394336, 1396869, 1743924, 1426085, 1512231, 1394540, 1390846, 1357988, 1394336, 1396869, 1398816, 1722444, 1737494, 1743396, 1743913, 1743924, 1395807, 1743913, 1743924, 1396737, 1396737, 1646497, 1357988, 1390846, 1394336, 1396869, 1390846]"
"CBN-PdlC-A2-20190701","[1391345, 1392388, 1396869, 1722444, 1743913, 1743924, 1741600]"
"CBN-PdlC-A2-20190722","[1549015, 1363741, 1549015, 1503192, 1360563, 1512231, 1363741, 1397528, 1512231, 1743913, 1396737, 1743913]"
"CBN-PdlC-A2-20190812","[1359444, 1396471, 1502503, 1622908, 1392745, 1363741, 1396737, 1396737, 1743422, 1390764, 1396417, 1396471, 1396869, 1414365]"
"CBN-PdlC-A2-20190909","[1622908, 1741706, 1395990, 1356370, 1355992, 1396417, 1399096, 1743913, 1743913]"
"CBN-PdlC-A2-20200629","[1722437, 1363426]"
"CBN-PdlC-A2-20200722","[1392549, 1394540, 1390690, 1394540, 1395974, 1396737, 1356356, 1738641]"
"CBN-PdlC-A2-20200812","[1396869, 1410243, 1395807, 1396737, 1396869]"
"CBN-PdlC-A3-20130807","[1410243, 1395990, 1391771, 1394866, 1393824, 1397524, 1397535, 1397500, 1393824, 1426085, 1394540]"
"CBN-PdlC-A3-20130903","[1390641, 1743742, 1412857, 1646497, 1741600, 1392608, 1394840, 1397468]"
"CBN-PdlC-A3-20140721","[1390641, 1363741]"
"CBN-PdlC-A3-20140811","[1393200, 1393824, 1393314, 1393824, 1394540, 1397535, 1397535, 1412857, 1412857, 1394643, 1392608, 1396733]"
"CBN-PdlC-A3-20140901","[1390641, 1412857, 1742052, 1412857, 1390910, 1412857, 1412857, 1360299, 1392608, 1356359, 1396097, 1396974, 1396869]"
