quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
2024-CEV3-20240602,"[1362443, 1392608]","[1360187, 1360193, 1360208]","[1360222, 1362443, 1391360]","[1392608, 1360193, 1391360, 1362443, 1360208, 1360187, 1360222]"
CBN-PdlC-A1-20130807,[1396471],"[1396471, 1743924]","[1359921, 1392608, 1394641, 1396185, 1396471, 1396869, 1412857, 1722444, 1742052]","[1392608, 1742052, 1396869, 1722444, 1359921, 1394641, 1743924, 1412857, 1396471, 1396185]"
CBN-PdlC-A1-20130903,"[1392608, 1396857]","[1392608, 1392626, 1394336, 1396417, 1722444, 1742052]","[1392553, 1392608, 1394641, 1395990, 1722444]","[1392608, 1396417, 1394336, 1742052, 1392553, 1722444, 1394641, 1392626, 1395990, 1396857]"
CBN-PdlC-A1-20140721,"[1363741, 1390846, 1722444, 1743924]","[1395718, 1396869, 1743924]","[1355992, 1361373, 1363741, 1396869, 1397046, 1743924]","[1361373, 1396869, 1395718, 1722444, 1743924, 1397046, 1355992, 1363741, 1390846]"
CBN-PdlC-A1-20140811,"[1392608, 1397528, 1412857, 1418612, 1519650]","[1392608, 1412857, 1743913]","[1356359, 1390846, 1392608, 1395974, 1412857]","[1392608, 1519650, 1395974, 1356359, 1743913, 1418612, 1397528, 1412857, 1390846]"
CBN-PdlC-A1-20140901,"[1392608, 1395974, 1741767, 1742052]","[1358496, 1392608, 1395063]","[1391120, 1392608, 1646497, 1742052]","[1392608, 1358496, 1646497, 1742052, 1395974, 1741767, 1391120, 1395063]"
CBN-PdlC-A1-20150701,[],"[1391503, 1392608]","[1391331, 1392608, 1398824]","[1392608, 1398824, 1391331, 1391503]"
CBN-PdlC-A1-20150720,"[1360654, 1392566, 1394540]","[1392608, 1397524]","[1356370, 1361872, 1390641, 1396296, 1396843, 1397046]","[1392608, 1396296, 1396843, 1394540, 1360654, 1361872, 1390641, 1356370, 1397524, 1392566, 1397046]"
CBN-PdlC-A1-20150831,[1742052],"[1392608, 1393824, 1742052]","[1392614, 1394641, 1394643, 1519650, 1741767, 1742052]","[1392608, 1393824, 1519650, 1742052, 1392614, 1741767, 1394641, 1394643]"
CBN-PdlC-A1-20160705,[1394911],[1390846],"[1355993, 1360299, 1361079]","[1360299, 1361079, 1355993, 1390846, 1394911]"
CBN-PdlC-A1-20160726,"[1390793, 1392608]","[1392608, 1397046]","[1392608, 1394641]","[1392608, 1390793, 1394641, 1397046]"
CBN-PdlC-A1-20170816,"[1395974, 1742052]","[1392608, 1395974, 1412857, 1742052]","[1364025, 1392608, 1395974, 1742052]","[1392608, 1742052, 1395974, 1412857, 1364025]"
CBN-PdlC-A1-20170906,"[1390846, 1519650]","[1390846, 1391331, 1394336, 1394613, 1426085, 1664563, 1722437, 1741834, 1742052, 1743913, 1743924, 1743971]","[1355992, 1359511, 1361079, 1390846, 1390898, 1391331, 1394336, 1394613, 1412857, 1489036, 1502503]","[1741834, 1489036, 1359511, 1394336, 1519650, 1426085, 1502503, 1743913, 1390898, 1664563, 1743924, 1394613, 1361079, 1722437, 1355992, 1391331, 1742052, 1743971, 1412857, 1390846]"
CBN-PdlC-A1-20180702,"[1357130, 1363550, 1397524]","[1397524, 1398824]",[1398824],"[1398824, 1357130, 1397524, 1363550]"
CBN-PdlC-A1-20180815,"[1359511, 1394554, 1396417]",[],"[1398824, 1737565]","[1396417, 1398824, 1359511, 1394554, 1737565]"
CBN-PdlC-A1-20180905,[],[1412857],"[1356399, 1395974, 1412857]","[1412857, 1395974, 1356399]"
CBN-PdlC-A1-20190701,"[1393946, 1722437, 1741600, 1743913]","[1355992, 1357988, 1394613, 1395974, 1396417, 1398824, 1722437, 1722444, 1743465, 1743913, 1743924]","[1355992, 1394613, 1395974, 1398824, 1722444, 1741601, 1743465, 1743913, 1743924]","[1741600, 1396417, 1741601, 1357988, 1722437, 1395974, 1398824, 1743913, 1743465, 1722444, 1743924, 1394613, 1355992, 1393946]"
CBN-PdlC-A1-20190722,"[1396869, 1743913]","[1355992, 1394613, 1395990, 1396869, 1741834, 1743913, 1743924]","[1356775, 1357081, 1361079, 1362348, 1393946, 1394336, 1394613, 1396869, 1414365, 1502503, 1743397, 1743924]","[1394336, 1396869, 1743397, 1356775, 1502503, 1743913, 1741834, 1362348, 1743924, 1394613, 1395990, 1361079, 1355992, 1357081, 1393946, 1414365]"
CBN-PdlC-A1-20190812,"[1390846, 1396417, 1502503]","[1390846, 1392608, 1396869, 1743971]","[1390846, 1398824, 1744194]","[1392608, 1396417, 1744194, 1743971, 1396869, 1502503, 1398824, 1390846]"
CBN-PdlC-A1-20190909,"[1355992, 1392608]","[1390966, 1392608]","[1362745, 1391331]","[1392608, 1391331, 1390966, 1355992, 1362745]"
CBN-PdlC-A1-20200629,"[1396417, 1743913]","[1355992, 1361079, 1390846, 1394336, 1394565, 1396417, 1398816, 1399096, 1701831, 1722437, 1722444, 1743396, 1743913, 1743924]","[1361079, 1722437]","[1394336, 1396417, 1398816, 1399096, 1743396, 1394565, 1722437, 1701831, 1743913, 1722444, 1743924, 1361079, 1355992, 1390846]"
CBN-PdlC-A1-20200722,"[1392608, 1394540, 1397046, 1549015, 1722437, 1742052]","[1392549, 1392553, 1392608, 1396417, 1412857, 1549015, 1722437, 1722444, 1742052]","[1392553, 1393824, 1394540, 1549015, 1742052]","[1392608, 1396417, 1393824, 1742052, 1722437, 1392549, 1392553, 1394540, 1722444, 1397046, 1549015, 1412857]"
CBN-PdlC-A1-20200812,[1355993],"[1355993, 1495503]","[1360299, 1392553, 1396307]","[1392553, 1360299, 1495503, 1396307, 1355993]"
CBN-PdlC-A2-20130807,"[1396471, 1396737, 1396857, 1396869, 1397468, 1412857, 1741880]","[1355992, 1356370, 1361079, 1388915, 1390846, 1396471, 1396737, 1396869, 1397468, 1412857, 1701831, 1741880]","[1355992, 1361079, 1394322, 1395990, 1396471, 1396869, 1502503]","[1396737, 1396869, 1701831, 1502503, 1361079, 1356370, 1388915, 1394322, 1412857, 1395990, 1396471, 1741880, 1396857, 1397468, 1390846, 1355992]"
CBN-PdlC-A2-20130903,"[1395974, 1396737, 1437724]","[1394613, 1396471, 1396737, 1396869, 1722444, 1743924]","[1355992, 1361079, 1394613, 1396471, 1396869, 1701831, 1722444, 1743924]","[1396737, 1396869, 1395974, 1701831, 1722444, 1743924, 1394613, 1396471, 1355992, 1361079, 1437724]"
CBN-PdlC-A2-20140721,"[1356370, 1396737, 1399772, 1743337, 1743913]","[1356370, 1396869, 1743337, 1743913]","[1363741, 1396737, 1741834, 1743924]","[1396737, 1396869, 1743337, 1743913, 1741834, 1356370, 1743924, 1399772, 1363741]"
CBN-PdlC-A2-20140901,"[1390539, 1394789, 1396737, 1412857]","[1394322, 1395990, 1412857, 1742052]","[1391337, 1395974, 1395990, 1396869]","[1396737, 1742052, 1394789, 1395974, 1396869, 1391337, 1390539, 1394322, 1395990, 1412857]"
CBN-PdlC-A2-20150720,[],"[1394540, 1395974, 1396094, 1412857]","[1393946, 1396869, 1412857]","[1396869, 1395974, 1394540, 1412857, 1393946, 1396094]"
CBN-PdlC-A2-20150810,"[1395974, 1412857]","[1359723, 1412857]","[1356589, 1395974, 1412857]","[1412857, 1359723, 1356589, 1395974]"
CBN-PdlC-A2-20150831,"[1395974, 1395990, 1396737, 1412857, 1512231]","[1392535, 1395974, 1412857]","[1395974, 1412857]","[1396737, 1395974, 1512231, 1395990, 1392535, 1412857]"
CBN-PdlC-A2-20160705,[],"[1361079, 1393314, 1394336, 1394613, 1395974, 1396471, 1396869, 1398816, 1412857, 1722444, 1741805, 1743422, 1743924]","[1394336, 1394613, 1395974, 1396253, 1396869, 1722444, 1743913, 1743924]","[1394336, 1398816, 1393314, 1396869, 1395974, 1743913, 1396471, 1722444, 1741805, 1743924, 1394613, 1361079, 1412857, 1396253, 1743422]"
CBN-PdlC-A2-20160726,"[1396869, 1412857, 1743913]","[1393200, 1396869, 1412857, 1743913, 1743924]","[1391331, 1393200, 1395807, 1395974, 1396869, 1412857, 1743337]","[1391331, 1396869, 1395974, 1743913, 1743337, 1393200, 1743924, 1412857, 1395807]"
CBN-PdlC-A2-20170816,[],"[1395974, 1396869, 1742052]","[1390846, 1393200, 1394911, 1395807, 1395974, 1397046, 1398816, 1412857, 1701831]","[1398816, 1742052, 1396869, 1395974, 1701831, 1395807, 1393200, 1397046, 1412857, 1390846, 1394911]"
