quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
2024-CEV3-20240602,"[1392608, 1362443]","[1360187, 1360193, 1360208]","[1391989, 1392608]","[1392608, 1360193, 1362443, 1360208, 1391989, 1360187]"
CBN-PdlC-A1-20130807,[1396471],"[1396471, 1396471, 1396471, 1396471, 1743924]","[1489036, 1396471, 1722444, 1741624, 1394641, 1742052, 1412857, 1396869, 1396185, 1392608]","[1392608, 1742052, 1396869, 1489036, 1722444, 1396185, 1394641, 1743924, 1396471, 1741624, 1412857]"
CBN-PdlC-A1-20130903,"[1396857, 1392608]","[1392626, 1742052, 1392608, 1394336, 1396417, 1722444]","[1412857, 1394641, 1742052, 1392608, 1722444]","[1392608, 1394336, 1396417, 1742052, 1722444, 1394641, 1392626, 1412857, 1396857]"
CBN-PdlC-A1-20140721,"[1722444, 1743924, 1363741, 1390846]","[1395718, 1743924, 1396869]","[1394911, 1744235, 1355992, 1426085]","[1396869, 1395718, 1426085, 1744235, 1722444, 1743924, 1355992, 1363741, 1390846, 1394911]"
CBN-PdlC-A1-20140811,"[1397528, 1412857, 1397528, 1418612, 1519650, 1392608]","[1412857, 1412857, 1392608, 1743913, 1392608]","[1412857, 1395974, 1392608]","[1392608, 1519650, 1395974, 1743913, 1418612, 1397528, 1412857]"
CBN-PdlC-A1-20140901,"[1742052, 1395974, 1392608, 1741767]","[1392608, 1395063, 1358496, 1392608, 1392608]","[1742052, 1394641, 1646497, 1392608, 1741767, 1363133]","[1392608, 1358496, 1646497, 1742052, 1395974, 1741767, 1394641, 1395063, 1363133]"
CBN-PdlC-A1-20150701,[],"[1391503, 1392608]","[1558164, 1395974, 1392608]","[1392608, 1558164, 1395974, 1391503]"
CBN-PdlC-A1-20150720,"[1392566, 1394540, 1360654]","[1397524, 1392608]","[1396843, 1393824, 1397535]","[1392608, 1393824, 1396843, 1394540, 1360654, 1397524, 1392566, 1397535]"
CBN-PdlC-A1-20150831,[1742052],"[1742052, 1393824, 1742052, 1392608]","[1519650, 1394641, 1742052, 1412857, 1392614, 1392608]","[1393824, 1392608, 1519650, 1742052, 1392614, 1394641, 1412857]"
CBN-PdlC-A1-20160705,[1394911],[1390846],"[1394911, 1390793, 1743646, 1360299]","[1390846, 1390793, 1360299, 1743646, 1394911]"
CBN-PdlC-A1-20160726,"[1390793, 1392608]","[1397046, 1392608]","[1394641, 1412857]","[1392608, 1390793, 1394641, 1397046, 1412857]"
CBN-PdlC-A1-20170816,"[1742052, 1742052, 1395974]","[1742052, 1742052, 1412857, 1395974, 1392608]","[1395990, 1742052, 1558164, 1395974, 1392608]","[1392608, 1742052, 1395974, 1558164, 1395990, 1412857]"
CBN-PdlC-A1-20170906,"[1519650, 1390846]","[1743971, 1426085, 1391331, 1742052, 1394336, 1394613, 1743913, 1743924, 1390846, 1722437, 1741834, 1390846, 1664563]","[1359511, 1361079, 1390898, 1394336, 1502503, 1489036, 1391331, 1412857, 1394613, 1390846, 1355992]","[1741834, 1489036, 1359511, 1394336, 1519650, 1426085, 1502503, 1743913, 1390898, 1664563, 1743924, 1394613, 1361079, 1722437, 1355992, 1743971, 1391331, 1742052, 1412857, 1390846]"
CBN-PdlC-A1-20180702,"[1397524, 1357130, 1363550]","[1397524, 1398824]",[1398824],"[1398824, 1357130, 1397524, 1363550]"
CBN-PdlC-A1-20180815,"[1394554, 1359511, 1396417]",[],"[1742523, 1398824]","[1396417, 1398824, 1359511, 1394554, 1742523]"
CBN-PdlC-A1-20180905,[],[1412857],"[1394540, 1412857, 1356399]","[1412857, 1394540, 1356399]"
CBN-PdlC-A1-20190701,"[1393946, 1722437, 1741600, 1743913]","[1743465, 1355992, 1357988, 1396417, 1722437, 1743924, 1355992, 1394613, 1722437, 1722444, 1743913, 1743924, 1395974, 1398824, 1398824]","[1701506, 1743465, 1737655, 1355992, 1722437, 1743924, 1392565, 1395974]","[1741600, 1396417, 1701506, 1357988, 1722437, 1395974, 1398824, 1743913, 1743465, 1722444, 1743924, 1394613, 1392565, 1737655, 1355992, 1393946]"
CBN-PdlC-A1-20190722,"[1396869, 1743913]","[1395990, 1355992, 1396869, 1741834, 1743924, 1396869, 1394613, 1743913, 1743924]","[1425936, 1356775, 1359835, 1356399, 1397468]","[1396869, 1356775, 1743913, 1741834, 1356399, 1425936, 1743924, 1394613, 1395990, 1355992, 1359835, 1397468]"
CBN-PdlC-A1-20190812,"[1390846, 1390846, 1396417, 1502503]","[1743971, 1392608, 1390846, 1396869, 1396869]","[1743971, 1390846]","[1392608, 1396417, 1743971, 1396869, 1502503, 1390846]"
CBN-PdlC-A1-20190909,"[1355992, 1392608]","[1390966, 1392608, 1392608]","[1393619, 1395974, 1362745]","[1392608, 1395974, 1393619, 1390966, 1355992, 1362745]"
CBN-PdlC-A1-20200629,"[1396417, 1743913, 1743913]","[1394336, 1396417, 1722444, 1743924, 1355992, 1361079, 1390846, 1394336, 1394565, 1396417, 1722437, 1722444, 1743396, 1743924, 1361079, 1396417, 1398816, 1399096, 1701831, 1722437, 1743913, 1361079, 1399096, 1722437, 1743913]",[],"[1394336, 1396417, 1398816, 1399096, 1743396, 1394565, 1722437, 1701831, 1743913, 1722444, 1743924, 1361079, 1355992, 1390846]"
CBN-PdlC-A1-20200722,"[1394540, 1397046, 1549015, 1742052, 1722437, 1392608]","[1742052, 1392553, 1392549, 1549015, 1412857, 1392608, 1396417, 1722437, 1722444]","[1392534, 1392549, 1392553, 1549015, 1392608]","[1392608, 1396417, 1742052, 1722437, 1392549, 1392553, 1394540, 1722444, 1397046, 1549015, 1392534, 1412857]"
CBN-PdlC-A1-20200812,[1355993],"[1495503, 1355993]","[1398824, 1355993, 1358654, 1360299]","[1398824, 1360299, 1495503, 1355993, 1358654]"
CBN-PdlC-A2-20130807,"[1396857, 1396471, 1412857, 1396869, 1396737, 1397468, 1741880, 1396869, 1391494]","[1396471, 1396869, 1397468, 1412857, 1741880, 1360591, 1355992, 1361079, 1396869, 1701831, 1388915, 1390846, 1396869, 1356370, 1396737, 1396737]","[1396869, 1396471, 1394322, 1743971, 1412857, 1396737]","[1396737, 1743971, 1396869, 1391494, 1701831, 1360591, 1361079, 1356370, 1388915, 1394322, 1412857, 1396471, 1741880, 1396857, 1397468, 1390846, 1355992]"
CBN-PdlC-A2-20130903,"[1395974, 1396737, 1395974, 1437724]","[1396471, 1396869, 1396737, 1394613, 1722444, 1743924]","[1355992, 1361079, 1743256, 1743465]","[1396737, 1396869, 1395974, 1743256, 1743465, 1722444, 1743924, 1394613, 1396471, 1355992, 1361079, 1437724]"
CBN-PdlC-A2-20140721,"[1399772, 1356370, 1396737, 1743337, 1743913]","[1356370, 1743337, 1396869, 1743913]","[1363741, 1356370]","[1396737, 1396869, 1743337, 1743913, 1356370, 1399772, 1363741]"
CBN-PdlC-A2-20140901,"[1412857, 1396737, 1390539, 1394789]","[1395990, 1412857, 1742052, 1394322]","[1394322, 1395990, 1743801, 1412857, 1397046, 1395974, 1359521, 1359444]","[1396737, 1359521, 1742052, 1394789, 1395974, 1390539, 1394322, 1359444, 1395990, 1397046, 1412857, 1743801]"
CBN-PdlC-A2-20150720,[],"[1394540, 1412857, 1396094, 1395974]","[1412857, 1394603, 1395974]","[1395974, 1394603, 1394540, 1412857, 1396094]"
CBN-PdlC-A2-20150810,"[1412857, 1395974]","[1412857, 1359723]",[1412857],"[1412857, 1359723, 1395974]"
CBN-PdlC-A2-20150831,"[1395990, 1512231, 1412857, 1395974, 1396737, 1396737]","[1412857, 1395974, 1392535, 1412857]","[1412857, 1356370, 1395974]","[1396737, 1395974, 1512231, 1356370, 1395990, 1392535, 1412857]"
CBN-PdlC-A2-20160705,[],"[1412857, 1393314, 1394336, 1396869, 1398816, 1722444, 1743924, 1743422, 1394336, 1394613, 1743924, 1361079, 1396471, 1395974, 1741805, 1393314]","[1397535, 1412857, 1722444, 1743913, 1395974, 1396737, 1361079, 1356359]","[1394336, 1398816, 1393314, 1396737, 1396869, 1395974, 1356359, 1743913, 1396471, 1722444, 1741805, 1743924, 1394613, 1361079, 1412857, 1743422, 1397535]"
CBN-PdlC-A2-20160726,"[1412857, 1743913, 1412857, 1396869, 1396869]","[1393200, 1412857, 1743913, 1396869, 1743924, 1396869]","[1393200, 1412857, 1395974]","[1396869, 1395974, 1743913, 1393200, 1743924, 1412857]"
CBN-PdlC-A2-20170816,[],"[1742052, 1396869, 1395974]","[1394911, 1397046, 1395990, 1395807, 1395974]","[1742052, 1396869, 1395974, 1397046, 1395990, 1395807, 1394911]"
