"quadrat_id","species_ids"
"2024-CEV3-20240602","[]"
"CBN-PdlC-A1-20130807","[1489036, 1396471, 1722444, 1394641, 1396869, 1392608]"
"CBN-PdlC-A1-20130903","[1412857, 1394641, 1742052, 1392608]"
"CBN-PdlC-A1-20140721","[1394911, 1355992]"
"CBN-PdlC-A1-20140811","[1412857, 1395974, 1392608]"
"CBN-PdlC-A1-20140901","[1742052, 1392608, 1363133]"
"CBN-PdlC-A1-20150701","[1392608]"
"CBN-PdlC-A1-20150720","[1396843, 1393824, 1397535]"
"CBN-PdlC-A1-20150831","[1519650, 1394641, 1742052, 1412857, 1392608]"
"CBN-PdlC-A1-20160705","[1394911, 1360299]"
"CBN-PdlC-A1-20160726","[1394641, 1412857]"
"CBN-PdlC-A1-20170816","[1558164, 1392608]"
"CBN-PdlC-A1-20170906","[1359511, 1361079, 1390898, 1394336, 1502503, 1489036, 1391331, 1394613, 1355992]"
"CBN-PdlC-A1-20180702","[1398824]"
"CBN-PdlC-A1-20180815","[1398824]"
"CBN-PdlC-A1-20180905","[1394540, 1412857, 1356399]"
"CBN-PdlC-A1-20190701","[1701506, 1743465, 1722437, 1743924, 1355992, 1395974]"
"CBN-PdlC-A1-20190722","[1356775, 1359835]"
"CBN-PdlC-A1-20190812","[1743971, 1390846]"
"CBN-PdlC-A1-20190909","[1362745]"
"CBN-PdlC-A1-20200629","[]"
"CBN-PdlC-A1-20200722","[1392534, 1392549, 1549015, 1392608]"
"CBN-PdlC-A1-20200812","[1355993, 1358654]"
"CBN-PdlC-A2-20130807","[1396869, 1394322, 1412857, 1396737]"
"CBN-PdlC-A2-20130903","[1361079, 1743256, 1743465]"
"CBN-PdlC-A2-20140721","[1363741, 1356370]"
"CBN-PdlC-A2-20140901","[1395990, 1743801, 1412857, 1395974]"
"CBN-PdlC-A2-20150720","[1412857, 1395974]"
"CBN-PdlC-A2-20150810","[1412857]"
"CBN-PdlC-A2-20150831","[1412857, 1395974]"
"CBN-PdlC-A2-20160705","[1397535, 1412857, 1743913, 1361079, 1356359]"
"CBN-PdlC-A2-20160726","[1393200, 1412857]"
"CBN-PdlC-A2-20170816","[1394911, 1395990, 1395807, 1395974]"
"CBN-PdlC-A2-20180702","[1743337, 1394336, 1394613, 1395974, 1361079, 1390934, 1393946, 1396869, 1397942, 1398184, 1502503, 1503192, 1722437, 1722444, 1737655, 1741834, 1743396, 1743924]"
"CBN-PdlC-A2-20180723","[1393200, 1396869, 1502503]"
"CBN-PdlC-A2-20180815","[1397353, 1356370, 1396737, 1398824]"
"CBN-PdlC-A2-20180905","[1412857, 1361079, 1394613, 1396869, 1722437, 1722444, 1737655]"
"CBN-PdlC-A2-20190701","[1737655, 1395974]"
"CBN-PdlC-A2-20190722","[1549015, 1396869, 1394336, 1361079, 1722437, 1722444, 1741834, 1743924]"
"CBN-PdlC-A2-20190812","[1394336, 1396869, 1743924, 1412857]"
"CBN-PdlC-A2-20190909","[1741706, 1412857, 1395974, 1395807]"
"CBN-PdlC-A2-20200629","[1395974]"
"CBN-PdlC-A2-20200722","[1390690, 1395974, 1396869]"
"CBN-PdlC-A2-20200812","[1396869]"
"CBN-PdlC-A3-20130807","[1356669]"
"CBN-PdlC-A3-20130903","[1412857, 1364179, 1392608]"
"CBN-PdlC-A3-20140721","[1390785, 1363741]"
"CBN-PdlC-A3-20140811","[1393200, 1393619, 1412857, 1392608, 1395807, 1360299]"
"CBN-PdlC-A3-20140901","[1361872, 1390641, 1412857, 1742052, 1392608, 1741834, 1743924, 1396869, 1743913]"
"CBN-PdlC-A3-20150701","[1391331, 1392626]"
"CBN-PdlC-A3-20150720","[1398824, 1393200, 1664563]"
"CBN-PdlC-A3-20150810","[1393200, 1363741, 1394540, 1393619, 1412857, 1392608, 1400096]"
"CBN-PdlC-A3-20150831","[1393200, 1394999, 1398569, 1412857, 1391092, 1394643, 1394857, 1392608]"
"CBN-PdlC-A3-20160705","[1393200, 1412857]"
"CBN-PdlC-A3-20160726","[1393200, 1394999, 1394540]"
"CBN-PdlC-A3-20170816","[1412857, 1393619, 1394643]"
"CBN-PdlC-A3-20170906","[1393200, 1394840, 1394866, 1394366, 1356370, 1396869]"
"CBN-PdlC-A3-20180702","[]"
"CBN-PdlC-A3-20180723","[1393200, 1396185, 1356947, 1412857]"
"CBN-PdlC-A3-20180815","[]"
"CBN-PdlC-A3-20180905","[1412857, 1397535, 1356399, 1742180]"
"CBN-PdlC-A3-20190701","[1397535]"
"CBN-PdlC-A3-20190722","[1356669, 1393200, 1412857]"
"CBN-PdlC-A3-20190812","[]"
"CBN-PdlC-A3-20190909","[1412857, 1742052, 1394643, 1392608]"
"CBN-PdlC-A3-20200629","[]"
"CBN-PdlC-A3-20200722","[1412857, 1355992, 1503192]"
"CBN-PdlC-A3-20200812","[1412857, 1392608, 1400096]"
"CBN-PdlC-A4-20130807","[1394908]"
"CBN-PdlC-A4-20130903","[1392608, 1363741, 1646703]"
"CBN-PdlC-A4-20140811","[1393200, 1396842]"
"CBN-PdlC-A4-20140901","[]"
"CBN-PdlC-A4-20150701","[1359521, 1393200]"
"CBN-PdlC-A4-20150810","[1393200, 1392608, 1742100, 1391412]"
"CBN-PdlC-A4-20150831","[1391331, 1392608, 1396733, 1393200, 1646703, 1393564]"
"CBN-PdlC-A4-20160705","[1393200]"
"CBN-PdlC-A4-20160726","[1393200, 1392608, 1400188, 1398824]"
"CBN-PdlC-A4-20170816","[1395990, 1489036, 1646703]"
"CBN-PdlC-A4-20170906","[1360110]"
"CBN-PdlC-A4-20180702","[]"
"CBN-PdlC-A4-20180723","[1393200, 1400101, 1392608, 1362745, 1742115]"
"CBN-PdlC-A4-20180815","[]"
"CBN-PdlC-A4-20180905","[1392608]"
"CBN-PdlC-A4-20190701","[1360591]"
"CBN-PdlC-A4-20190722","[1646703, 1397475, 1502503, 1356145]"
"CBN-PdlC-A4-20190812","[1363056]"
"CBN-PdlC-A4-20190909","[1389771, 1360591, 1395805, 1394641, 1356145]"
"CBN-PdlC-A4-20200629","[1646703]"
"CBN-PdlC-A4-20200722","[1392608, 1393200, 1737647, 1646703, 1744004]"
"CBN-PdlC-A4-20200812","[1392608, 1743984, 1646703]"
"CBN-PdlC-A5-20130807","[1397432, 1359511, 1393200, 1402995]"
"CBN-PdlC-A5-20130903","[1397475]"
"CBN-PdlC-A5-20140721","[1359835, 1394598]"
"CBN-PdlC-A5-20140811","[1359511]"
"CBN-PdlC-A5-20150701","[1392767, 1359835]"
"CBN-PdlC-A5-20150831","[1364025, 1397475, 1359511, 1646703, 1360591]"
"CBN-PdlC-A5-20160705","[1397475]"
"CBN-PdlC-A5-20160726","[1363741, 1392534, 1646703]"
"CBN-PdlC-A5-20170816","[1677641, 1363016]"
"CBN-PdlC-A5-20170906","[1743299]"
"CBN-PdlC-A5-20180815","[1393200]"
"CBN-PdlC-A5-20180905","[]"
"CBN-PdlC-A5-20190909","[]"
"CBN-PdlC-A5-20200722","[1743299, 1423209, 1363738]"
"CBN-PdlC-A6-20130807","[1646703, 1360591, 1396869, 1397475, 1395190, 1393857]"
"CBN-PdlC-A6-20130903","[1743299, 1396869, 1646703, 1360591, 1396185, 1391412, 1393245]"
"CBN-PdlC-A6-20140630","[1360591]"
"CBN-PdlC-A6-20140721","[1396185, 1397475, 1360591, 1646703, 1743299]"
"CBN-PdlC-A6-20140901","[1360591, 1646703, 1397403, 1396185]"
"CBN-PdlC-A6-20150701","[1393200]"
