"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1360193, 1360208, 1360307, 1363901, 1395990]"
"CBN-PdlC-A1-20130807","[1361077, 1392608, 1396185, 1396471, 1397468, 1742052, 1743924]"
"CBN-PdlC-A1-20130903","[1392608, 1392626, 1394336, 1396417, 1396857, 1396869, 1701831, 1722444, 1742052]"
"CBN-PdlC-A1-20140721","[1390641, 1395718, 1396869, 1743924]"
"CBN-PdlC-A1-20140811","[1390793, 1392608, 1395974, 1412857, 1743913]"
"CBN-PdlC-A1-20140901","[1358496, 1361091, 1392608, 1395063, 1741767]"
"CBN-PdlC-A1-20150701","[1391503, 1392608, 1396144, 1396464]"
"CBN-PdlC-A1-20150720","[1355993, 1392608, 1397524, 1397535, 1743304]"
"CBN-PdlC-A1-20150831","[1360299, 1392608, 1392611, 1393824, 1398824, 1519650, 1742052]"
"CBN-PdlC-A1-20160705","[1359342, 1360299, 1390846, 1392608, 1394540, 1394911, 1412857]"
"CBN-PdlC-A1-20160726","[1392608, 1394641, 1394908, 1397046, 1549015, 1742052]"
"CBN-PdlC-A1-20170816","[1363741, 1392608, 1395974, 1412857, 1742052]"
"CBN-PdlC-A1-20170906","[1356359, 1359511, 1390846, 1390898, 1391331, 1392608, 1394336, 1394540, 1394613, 1394840, 1396869, 1412857, 1426085, 1664563, 1722437, 1741834, 1742052, 1743913, 1743924, 1743971]"
"CBN-PdlC-A1-20180702","[1361382, 1397524, 1398824]"
"CBN-PdlC-A1-20180815","[]"
"CBN-PdlC-A1-20180905","[1356399, 1359835, 1363741, 1412857]"
"CBN-PdlC-A1-20190701","[1355992, 1357988, 1359945, 1361079, 1391511, 1394613, 1395974, 1396417, 1398824, 1502503, 1701506, 1722437, 1722444, 1743396, 1743465, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1355992, 1360981, 1361079, 1362348, 1390846, 1394613, 1395990, 1396417, 1396869, 1502503, 1512231, 1741834, 1743913, 1743924]"
