"quadrat_id","species_ids"
"2024-CEV3-20240602","[1395117, 1395990]"
"CBN-PdlC-A1-20130807","[1388766, 1392407, 1357220, 1392407, 1396471, 1397439, 1738641, 1397548, 1738641, 1742052, 1359921, 1397468, 1397528, 1412857, 1392608]"
"CBN-PdlC-A1-20130903","[1396974, 1364072, 1390641, 1393939, 1424895, 1738641, 1742052, 1363453, 1396417]"
"CBN-PdlC-A1-20140721","[1363741, 1388766, 1393824, 1362331, 1363741, 1390793, 1363426, 1390846, 1412857, 1722444, 1742115]"
"CBN-PdlC-A1-20140811","[1393824, 1396974, 1397468, 1418612, 1519650, 1396733, 1397528, 1391313, 1397528, 1362331, 1519650, 1363945]"
"CBN-PdlC-A1-20140901","[1356359, 1395990, 1519650, 1646497, 1742052, 1558164, 1394895, 1390846, 1398824, 1737565]"
"CBN-PdlC-A1-20150701","[1394282, 1396417, 1398824]"
"CBN-PdlC-A1-20150720","[1394540, 1393824, 1394540, 1391313, 1397528, 1396850, 1359665, 1361256, 1363550, 1392608]"
"CBN-PdlC-A1-20150831","[1519650, 1391331, 1653859, 1360070, 1393824, 1395868, 1742052, 1393771, 1412857, 1355993, 1360299, 1392608]"
"CBN-PdlC-A1-20160705","[1358463, 1394414, 1390846, 1398167, 1355993, 1358654, 1389771, 1392608]"
"CBN-PdlC-A1-20160726","[1397535, 1743968, 1392608, 1742030]"
"CBN-PdlC-A1-20170816","[1393679, 1396974, 1519650, 1558164, 1363741, 1396253, 1737565]"
"CBN-PdlC-A1-20170906","[1390846, 1361402, 1396417, 1701831, 1741564]"
"CBN-PdlC-A1-20180702","[1398824, 1738641, 1357130, 1363407, 1363413, 1363426, 1398824, 1721729, 1363625, 1391775, 1398824, 1664614]"
"CBN-PdlC-A1-20180815","[1410243, 1425936, 1442193, 1361382, 1392106]"
"CBN-PdlC-A1-20180905","[1519650, 1390793, 1646497, 1412857, 1361256, 1646497, 1355992, 1741564]"
"CBN-PdlC-A1-20190701","[1357130, 1360981, 1393771, 1363413]"
"CBN-PdlC-A1-20190722","[1394540, 1396417, 1357928, 1360840]"
"CBN-PdlC-A1-20190812","[1394429, 1743971, 1398569, 1360782, 1361402]"
"CBN-PdlC-A1-20190909","[1364024, 1391331, 1400121, 1389815, 1741706, 1360070, 1361389, 1356359, 1363043, 1390677, 1398253, 1649444, 1394655]"
"CBN-PdlC-A1-20200629","[1400182, 1535234, 1361528]"
"CBN-PdlC-A1-20200722","[1392549, 1394540, 1549015, 1392767, 1390690, 1398569, 1519650, 1361402, 1393618, 1396417, 1649664]"
"CBN-PdlC-A1-20200812","[1364071, 1427744, 1357130]"
"CBN-PdlC-A2-20130807","[1396857, 1360034, 1393824, 1357130, 1396869, 1373840]"
"CBN-PdlC-A2-20130903","[1393830, 1397380, 1424250, 1360268, 1395993, 1738641]"
"CBN-PdlC-A2-20140721","[1363741, 1720959, 1743645, 1396737, 1744190, 1390846]"
"CBN-PdlC-A2-20140901","[1396857, 1391646]"
"CBN-PdlC-A2-20150720","[1394540, 1397528, 1412857, 1359665, 1397528, 1392767, 1397528, 1396737, 1722500]"
"CBN-PdlC-A2-20150810","[1391313, 1394540, 1397528, 1398569, 1357608, 1412857, 1396733, 1395974, 1397528, 1390846, 1396737]"
"CBN-PdlC-A2-20150831","[1394540, 1395868, 1397528, 1397548, 1398569, 1395990, 1412857, 1397528, 1482204, 1395807, 1397528, 1412857]"
"CBN-PdlC-A2-20160705","[1519650, 1609716, 1393824, 1394999, 1482204, 1529289, 1664563, 1390846, 1390898, 1396737]"
"CBN-PdlC-A2-20160726","[1395868, 1395990, 1393824, 1396733, 1394540, 1397528]"
"CBN-PdlC-A2-20170816","[1391331, 1395990, 1395807, 1397528, 1361158]"
"CBN-PdlC-A2-20180702","[1390846, 1359650, 1394360, 1399772, 1361158, 1394336, 1743913, 1362331, 1394360]"
"CBN-PdlC-A2-20180723","[1373840, 1396857, 1396869, 1396869, 1394540, 1397528, 1418211]"
"CBN-PdlC-A2-20180815","[1396869, 1653859, 1396869, 1628790, 1396253, 1397528, 1412857, 1392745, 1356370, 1398644]"
"CBN-PdlC-A2-20180905","[1396869, 1360070, 1395990, 1653859, 1653859, 1360070, 1395807, 1397528, 1412857, 1361158, 1390846, 1394336, 1396417, 1743913, 1396737, 1362331]"
"CBN-PdlC-A2-20190701","[1391998, 1414270, 1418211, 1361158, 1396417, 1361372]"
"CBN-PdlC-A2-20190722","[1549015, 1743913, 1397439, 1412857, 1646497]"
"CBN-PdlC-A2-20190812","[1363274, 1363421, 1395990, 1410243, 1741706, 1396869, 1653859, 1628790, 1360034, 1360783, 1482204, 1361158]"
"CBN-PdlC-A2-20190909","[1389815, 1394789, 1395990, 1396857, 1399096, 1478563, 1391489, 1395990, 1396375, 1478563, 1744190, 1741706, 1743913, 1361372, 1720959]"
"CBN-PdlC-A2-20200629","[1399096, 1741805, 1390790]"
