"quadrat_id","species_ids"
"2024-CEV3-20240602","[]"
"CBN-PdlC-A1-20130807","[1396471, 1741624, 1396471, 1396471, 1396471, 1743924, 1392608]"
"CBN-PdlC-A1-20130903","[1722444, 1394336, 1722444]"
"CBN-PdlC-A1-20140721","[1394911, 1390846, 1364072, 1743924, 1390846]"
"CBN-PdlC-A1-20140811","[1412857, 1412857, 1395974, 1392608, 1743913, 1392608, 1392608]"
"CBN-PdlC-A1-20140901","[1394895, 1392608, 1395063, 1392608, 1392608, 1361091, 1391840]"
"CBN-PdlC-A1-20150701","[1392608]"
"CBN-PdlC-A1-20150720","[1397524]"
"CBN-PdlC-A1-20150831","[1742052, 1412857, 1742052, 1392608]"
"CBN-PdlC-A1-20160705","[1394908, 1356359]"
"CBN-PdlC-A1-20160726","[1392553, 1394908, 1397046, 1549015, 1392608]"
"CBN-PdlC-A1-20170816","[1394641, 1742052, 1395974]"
"CBN-PdlC-A1-20170906","[1743971, 1426085, 1391331, 1742052, 1394336, 1394613, 1743913, 1743924, 1390846, 1722437, 1741834, 1390846, 1664563]"
"CBN-PdlC-A1-20180702","[1398824, 1398824, 1398824]"
"CBN-PdlC-A1-20180815","[1398824]"
"CBN-PdlC-A1-20180905","[1519650, 1412857]"
"CBN-PdlC-A1-20190701","[1355992, 1394613, 1502503, 1722437, 1743924, 1395974, 1398824]"
"CBN-PdlC-A1-20190722","[1396843]"
"CBN-PdlC-A1-20190812","[1743971, 1390846, 1396869]"
"CBN-PdlC-A1-20190909","[1361045, 1395974, 1395974, 1743422, 1392608, 1392608]"
"CBN-PdlC-A1-20200629","[1361528]"
"CBN-PdlC-A1-20200722","[1549015, 1549015, 1392608, 1392608]"
"CBN-PdlC-A1-20200812","[1412857, 1360299]"
"CBN-PdlC-A2-20130807","[1396869, 1396869, 1412857, 1396737]"
"CBN-PdlC-A2-20130903","[]"
"CBN-PdlC-A2-20140721","[1356370]"
"CBN-PdlC-A2-20140901","[1396185, 1395990, 1394322, 1394895, 1395974, 1741805, 1396869, 1355992]"
"CBN-PdlC-A2-20150720","[1412857, 1396094, 1395974]"
"CBN-PdlC-A2-20150810","[1412857, 1363741, 1395974]"
"CBN-PdlC-A2-20150831","[1512231, 1742052, 1412857, 1741624, 1392535, 1412857, 1412857, 1394643, 1412857, 1395974, 1395974]"
"CBN-PdlC-A2-20160705","[1395974, 1412857, 1412857, 1394336, 1722444, 1743913, 1743924, 1394336, 1396471, 1395974, 1741805, 1361079, 1502503, 1722437, 1722444]"
"CBN-PdlC-A2-20160726","[1395974, 1395974, 1395974]"
"CBN-PdlC-A2-20170816","[1397046, 1412857, 1391331, 1395974, 1395807, 1395974, 1395974, 1356871]"
"CBN-PdlC-A2-20180702","[1398824, 1396737, 1398824, 1394336, 1395974, 1395974, 1355992, 1357988, 1361079, 1390934, 1394336, 1394613, 1396417, 1396869, 1397942, 1478563, 1502503, 1503192, 1722437, 1722444, 1737655, 1741834, 1743396, 1743913, 1743924]"
"CBN-PdlC-A2-20180723","[1393200, 1356871, 1392050, 1396869]"
"CBN-PdlC-A2-20180815","[1410243, 1396869]"
"CBN-PdlC-A2-20180905","[1396869, 1410243, 1743924, 1412857, 1396869, 1743924, 1394613, 1743913, 1743924, 1356871, 1743913, 1743924]"
"CBN-PdlC-A2-20190701","[1737655, 1395974, 1398824]"
"CBN-PdlC-A2-20190722","[1549015, 1412857, 1363741, 1396869, 1395974, 1355992, 1361079, 1392388, 1394336, 1396417, 1396869, 1722437, 1722444, 1743396, 1743913, 1743924]"
"CBN-PdlC-A2-20190812","[1394336, 1396869, 1743924, 1394336, 1396869, 1502503]"
"CBN-PdlC-A2-20190909","[1395868, 1412857, 1395974, 1395974, 1741805, 1395974]"
"CBN-PdlC-A2-20200629","[1478563, 1390790]"
"CBN-PdlC-A2-20200722","[1356589, 1390690, 1390690, 1395974, 1395974, 1356356, 1396869, 1395974, 1395974, 1396737, 1355992, 1363741, 1394336, 1396869, 1741834, 1743397, 1395974]"
"CBN-PdlC-A2-20200812","[1361079, 1622908, 1363741, 1393224, 1396869, 1396869]"
"CBN-PdlC-A3-20130807","[1397535, 1393224, 1426085]"
"CBN-PdlC-A3-20130903","[1392565, 1393619, 1392608, 1392608]"
"CBN-PdlC-A3-20140721","[1357577, 1363741, 1363741, 1363741]"
"CBN-PdlC-A3-20140811","[1412857, 1412857, 1392608]"
"CBN-PdlC-A3-20140901","[1361872, 1390641, 1412857, 1412857, 1412857, 1742052, 1412857, 1392608, 1360299, 1392608, 1392608, 1392608, 1394840, 1395974, 1391331, 1396869, 1743924]"
"CBN-PdlC-A3-20150701","[1391331]"
"CBN-PdlC-A3-20150720","[1393824, 1363741, 1359511, 1396107, 1392608, 1394540]"
