"quadrat_id","species_ids"
"2024-CEV3-20240602","[1392608, 1362443, 1392598]"
"CBN-PdlC-A1-20130807","[1396471, 1396471]"
"CBN-PdlC-A1-20130903","[1392632, 1396857, 1396857, 1392608, 1737565]"
"CBN-PdlC-A1-20140721","[1390846, 1363741, 1722444, 1743924, 1363741, 1390846]"
"CBN-PdlC-A1-20140811","[1397528, 1412857, 1397528, 1418612, 1519650, 1743913, 1392608]"
"CBN-PdlC-A1-20140901","[1742052, 1393939, 1356359, 1395974, 1392608, 1741767]"
"CBN-PdlC-A1-20150701","[]"
"CBN-PdlC-A1-20150720","[1392566, 1394540, 1397528, 1360654]"
"CBN-PdlC-A1-20150831","[1519650, 1742052]"
"CBN-PdlC-A1-20160705","[1394911]"
"CBN-PdlC-A1-20160726","[1390793, 1392608]"
"CBN-PdlC-A1-20170816","[1742052, 1393340, 1742052, 1395974]"
"CBN-PdlC-A1-20170906","[1519650, 1390846, 1742052, 1390846, 1390846]"
"CBN-PdlC-A1-20180702","[1397524, 1397524, 1357130, 1363550, 1398824]"
"CBN-PdlC-A1-20180815","[1394554, 1359511, 1396417]"
"CBN-PdlC-A1-20180905","[]"
"CBN-PdlC-A1-20190701","[1390934, 1393946, 1396869, 1722437, 1743924, 1741600, 1743913]"
"CBN-PdlC-A1-20190722","[1395990, 1743924, 1396869, 1356356, 1743913]"
"CBN-PdlC-A1-20190812","[1390846, 1396417, 1390846, 1396417, 1502503, 1397528]"
"CBN-PdlC-A1-20190909","[1395974, 1355992, 1392608]"
"CBN-PdlC-A1-20200629","[1396417, 1743913, 1743913]"
"CBN-PdlC-A1-20200722","[1394540, 1397046, 1549015, 1742052, 1722437, 1355993, 1392608]"
"CBN-PdlC-A1-20200812","[1396417, 1355993, 1512231]"
"CBN-PdlC-A2-20130807","[1396857, 1396471, 1395990, 1412857, 1396869, 1396737, 1397468, 1741880, 1396869, 1391494]"
"CBN-PdlC-A2-20130903","[1395974, 1396737, 1395974, 1437724]"
"CBN-PdlC-A2-20140721","[1399772, 1356370, 1396737, 1743337, 1743913]"
"CBN-PdlC-A2-20140901","[1412857, 1396737, 1390539, 1394789]"
"CBN-PdlC-A2-20150720","[1395990, 1396869, 1397524, 1395974, 1398824]"
"CBN-PdlC-A2-20150810","[1395974, 1412857, 1395974, 1395974, 1396737]"
"CBN-PdlC-A2-20150831","[1395990, 1412857, 1512231, 1396857, 1412857, 1395974, 1396737, 1396737]"
"CBN-PdlC-A2-20160705","[]"
"CBN-PdlC-A2-20160726","[1412857, 1743913, 1394554, 1412857, 1396869, 1357081, 1396869]"
"CBN-PdlC-A2-20170816","[1396737]"
"CBN-PdlC-A2-20180702","[1357081, 1357988, 1359444, 1396869, 1478563, 1502503, 1503192, 1743913, 1389329, 1397524, 1396737]"
"CBN-PdlC-A2-20180723","[1396869]"
"CBN-PdlC-A2-20180815","[1363741, 1355992, 1478563, 1396869, 1502503, 1396737, 1356370, 1356370, 1392745, 1390846]"
"CBN-PdlC-A2-20180905","[1359531, 1390955, 1395990, 1355992, 1396869, 1743924, 1426085, 1357988, 1394336, 1396869, 1398816, 1722444, 1737494, 1743396, 1743913, 1743924, 1395807, 1743913, 1396737, 1396737, 1646497, 1357988, 1390846, 1394336, 1396869]"
"CBN-PdlC-A2-20190701","[1392388, 1396869, 1722444, 1743913, 1743924]"
"CBN-PdlC-A2-20190722","[1549015, 1549015, 1503192, 1512231, 1363741, 1396737, 1743913]"
"CBN-PdlC-A2-20190812","[1396471, 1502503, 1622908, 1392745, 1396737, 1743422, 1390764, 1396869]"
"CBN-PdlC-A2-20190909","[1355992, 1396417, 1743913, 1743913]"
"CBN-PdlC-A2-20200629","[1363426]"
"CBN-PdlC-A2-20200722","[1394540, 1390690, 1396737]"
"CBN-PdlC-A2-20200812","[1396869, 1395807, 1396737, 1396869]"
"CBN-PdlC-A3-20130807","[1410243, 1394866, 1397524, 1397535, 1393824]"
"CBN-PdlC-A3-20130903","[1412857, 1646497, 1741600, 1392608, 1397468]"
"CBN-PdlC-A3-20140721","[1363741]"
"CBN-PdlC-A3-20140811","[1393200, 1393314, 1394540, 1397535, 1412857, 1412857, 1392608]"
"CBN-PdlC-A3-20140901","[1390641, 1412857, 1390910, 1412857, 1360299, 1392608, 1396974]"
"CBN-PdlC-A3-20150701","[1412857, 1412857]"
