quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
2024-CEV3-20240602,"[1358213, 1360187, 1360193, 1360203, 1362363, 1362443, 1391596, 1392598, 1392608, 1394636, 1395045, 1395101, 1396481, 1397461, 1397466, 1397516, 1738042]","[1358627, 1360187, 1360193, 1360194, 1360203, 1360208, 1360217, 1360222, 1360307, 1361634, 1362363, 1362443, 1363595, 1363803, 1363901, 1363944, 1392598, 1392774, 1394636, 1395045, 1395715, 1395990, 1396481, 1398272]","[1360187, 1360193, 1360208, 1360217, 1360222, 1360223, 1360304, 1360307, 1360874, 1360931, 1362363, 1362443, 1363944, 1363993, 1364120, 1391360, 1391989, 1392599, 1392608, 1392774, 1394359, 1394636, 1394848, 1395045, 1395114, 1395132, 1395715, 1395990, 1396481, 1397516, 1398644, 1400125, 1400175, 1413421, 1737650, 1738042]","[1398272, 1396481, 1391360, 1395715, 1358213, 1392774, 1362443, 1397516, 1363595, 1395990, 1364120, 1363993, 1395101, 1394848, 1358627, 1360931, 1395114, 1413421, 1360304, 1737650, 1360307, 1394359, 1738042, 1362363, 1360187, 1363901, 1395132, 1400125, 1360193, 1360194, 1360203, 1394636, 1360208, 1397461, 1392598, 1392599, 1360217, 1397466, 1363803, 1360222, 1360223, 1392608, 1361634, 1395045, 1363944, 1360874, 1391596, 1400175, 1398644, 1391989]"
CBN-PdlC-A1-20130807,"[1355992, 1359423, 1360981, 1361273, 1362331, 1390677, 1391313, 1391869, 1392767, 1394641, 1396471, 1396733, 1396869, 1399677, 1412857, 1519650, 1622908, 1722407, 1741624, 1742052, 1743924]","[1356359, 1358119, 1358496, 1359921, 1360591, 1361077, 1361079, 1361617, 1388915, 1389650, 1390883, 1391869, 1392608, 1392662, 1392767, 1393314, 1394371, 1394641, 1396185, 1396471, 1396733, 1396869, 1397439, 1397468, 1412857, 1519650, 1701831, 1722440, 1722444, 1737494, 1741624, 1742052, 1742064, 1742114, 1742180, 1743924, 1744043]","[1359921, 1360591, 1361079, 1392565, 1392608, 1394322, 1394641, 1395990, 1396185, 1396471, 1396869, 1397513, 1412857, 1489036, 1722444, 1741624, 1742052, 1743397, 1743924]","[1396869, 1397513, 1489036, 1394322, 1392662, 1737494, 1395990, 1362331, 1358496, 1519650, 1390883, 1393314, 1742114, 1743397, 1722407, 1358119, 1744043, 1359921, 1743924, 1361077, 1392565, 1361079, 1741624, 1359423, 1397439, 1394371, 1356359, 1701831, 1722440, 1722444, 1360591, 1391313, 1394641, 1361617, 1389650, 1360981, 1390677, 1412857, 1355992, 1391869, 1396185, 1397468, 1392608, 1742052, 1742180, 1742064, 1396733, 1388915, 1396471, 1361273, 1622908, 1399677, 1392767]"
CBN-PdlC-A1-20130903,"[1358197, 1359282, 1360414, 1389368, 1390793, 1392241, 1392407, 1392608, 1392632, 1392767, 1393618, 1393939, 1394540, 1395974, 1396030, 1396417, 1396857, 1396869, 1397468, 1492664, 1519650, 1722444, 1737494, 1737565, 1741601, 1742052, 1743396, 1743465]","[1356422, 1361079, 1361402, 1390677, 1391331, 1391503, 1392608, 1392626, 1392682, 1394336, 1394600, 1394613, 1394641, 1395974, 1396185, 1396417, 1396857, 1396869, 1397551, 1492664, 1701831, 1722437, 1722444, 1742052, 1742180, 1744311]","[1356359, 1362745, 1391331, 1392400, 1392553, 1392608, 1394336, 1394372, 1394641, 1394908, 1394911, 1394913, 1395974, 1395990, 1396118, 1396185, 1396857, 1396869, 1397123, 1412857, 1722437, 1722444, 1742052]","[1397123, 1396869, 1395974, 1356422, 1391503, 1392400, 1393939, 1737494, 1392407, 1395990, 1396118, 1360414, 1394336, 1741601, 1519650, 1743396, 1394600, 1392553, 1392682, 1397551, 1359282, 1394613, 1361079, 1389368, 1492664, 1744311, 1362745, 1396030, 1396417, 1394372, 1722437, 1701831, 1356359, 1390793, 1722444, 1394641, 1393618, 1390677, 1412857, 1396185, 1397468, 1737565, 1394908, 1394911, 1392608, 1394913, 1391331, 1742052, 1742180, 1743465, 1394540, 1392241, 1392626, 1358197, 1392632, 1396857, 1361402, 1392767]"
CBN-PdlC-A1-20140721,"[1361382, 1363741, 1390846]","[1355992, 1356419, 1359342, 1361079, 1361382, 1361389, 1361872, 1363741, 1364072, 1388766, 1390641, 1390846, 1393314, 1394414, 1394416, 1394908, 1395718, 1396869, 1397535, 1399772, 1478563, 1558360, 1722444, 1737656, 1742180, 1743913, 1743924, 1744235]","[1355992, 1356356, 1356370, 1357142, 1357577, 1361079, 1361373, 1361382, 1362066, 1362293, 1362711, 1363550, 1363741, 1390793, 1390846, 1390898, 1392137, 1392193, 1393771, 1394065, 1394289, 1394414, 1394908, 1394911, 1394999, 1396094, 1396097, 1396144, 1396471, 1396733, 1396869, 1397046, 1397535, 1397942, 1398824, 1402995, 1412857, 1426085, 1478563, 1512231, 1622908, 1741601, 1743924]","[1396097, 1356419, 1396869, 1395718, 1357577, 1392137, 1394065, 1362066, 1362711, 1363741, 1397535, 1741601, 1393314, 1478563, 1426085, 1512231, 1398824, 1743913, 1396144, 1390641, 1390898, 1743924, 1397046, 1361079, 1737656, 1394999, 1397942, 1392193, 1356356, 1390793, 1722444, 1361872, 1356370, 1357142, 1355992, 1558360, 1394908, 1399772, 1388766, 1361373, 1363550, 1394911, 1396094, 1742180, 1361382, 1364072, 1744235, 1393771, 1361389, 1359342, 1394414, 1394416, 1394289, 1402995, 1362293, 1396471, 1412857, 1622908, 1396733, 1390846]"
CBN-PdlC-A1-20140811,"[1356359, 1362331, 1390793, 1392608, 1393564, 1393824, 1395974, 1395990, 1396733, 1396974, 1397528, 1412857, 1418612, 1519650, 1743913]","[1360299, 1362363, 1390793, 1392608, 1392730, 1394554, 1394911, 1395868, 1395974, 1395990, 1396079, 1396733, 1397500, 1397528, 1397546, 1412857, 1418612, 1743913]","[1356359, 1390793, 1392608, 1395974, 1412857]","[1395974, 1395990, 1397528, 1362331, 1393564, 1395868, 1393824, 1519650, 1743913, 1397546, 1360299, 1362363, 1356359, 1390793, 1392730, 1394911, 1392608, 1396974, 1396079, 1418612, 1412857, 1394554, 1397500, 1396733]"
CBN-PdlC-A1-20140901,"[1356359, 1356419, 1358010, 1358627, 1361091, 1362293, 1390793, 1392608, 1393939, 1394848, 1395063, 1395718, 1395974, 1395993, 1396843, 1397485, 1397513, 1558164, 1737507, 1741767, 1742052]","[1356359, 1356419, 1358496, 1361091, 1361576, 1390872, 1391120, 1391331, 1391840, 1392407, 1392553, 1392608, 1394414, 1394589, 1394641, 1394866, 1394895, 1395063, 1395974, 1395990, 1396843, 1397065, 1397439, 1519650, 1558164, 1622895, 1666569, 1741767, 1742052]","[1355992, 1356401, 1356419, 1356883, 1358496, 1363133, 1391120, 1391185, 1391331, 1391755, 1391840, 1391841, 1392608, 1394848, 1394850, 1394855, 1394884, 1394895, 1395974, 1396185, 1396717, 1397439, 1397468, 1412857, 1622895, 1646497, 1667464, 1741708, 1741767, 1742052, 1743221, 1744004]","[1356419, 1744004, 1395718, 1395974, 1667464, 1397513, 1666569, 1391755, 1741708, 1391120, 1393939, 1558164, 1395990, 1392407, 1390872, 1395993, 1394589, 1394848, 1358496, 1519650, 1358627, 1737507, 1394850, 1646497, 1394855, 1361576, 1392553, 1394866, 1358010, 1363133, 1397439, 1361091, 1394884, 1356359, 1741767, 1390793, 1397065, 1394895, 1394641, 1391185, 1356883, 1355992, 1396185, 1397468, 1392608, 1391840, 1391841, 1391331, 1742052, 1396843, 1397485, 1394414, 1622895, 1396717, 1356401, 1362293, 1743221, 1395063, 1412857]"
CBN-PdlC-A1-20150701,"[1390639, 1391503, 1394322, 1395718, 1396464, 1398167, 1398824, 1412857]","[1390793, 1390904, 1391331, 1391503, 1392608, 1394322, 1395718, 1395974, 1396144, 1396464, 1396982, 1397468, 1398167, 1412857, 1519650, 1742052]","[1356275, 1360299, 1363741, 1391331, 1391755, 1392608, 1394322, 1394540, 1394641, 1394840, 1394908, 1394911, 1395974, 1396253, 1396464, 1397046, 1397468, 1397535, 1398675, 1398824, 1412857, 1512231, 1519650, 1646497, 1741624, 1742052, 1743465]","[1395718, 1395974, 1391755, 1391503, 1394322, 1398675, 1398167, 1394840, 1363741, 1396253, 1397535, 1646497, 1519650, 1512231, 1398824, 1360299, 1390639, 1396144, 1397046, 1390904, 1741624, 1390793, 1394641, 1397468, 1394908, 1394911, 1392608, 1391331, 1742052, 1743465, 1394540, 1396464, 1356275, 1396982, 1412857]"
CBN-PdlC-A1-20150720,"[1355993, 1359342, 1360654, 1361384, 1363741, 1390846, 1391312, 1391331, 1392566, 1392767, 1394540, 1394641, 1396253, 1396869, 1397500, 1397528, 1397535, 1398824, 1399677, 1400096, 1412857, 1667464, 1697384, 1742053, 1742180, 1743971]","[1355993, 1357130, 1358147, 1359835, 1360654, 1361077, 1363622, 1363741, 1390641, 1391120, 1391313, 1392608, 1392611, 1394540, 1397500, 1397524, 1397535, 1400096, 1412857, 1452625, 1512231, 1743304, 1743971, 1744235]","[1355993, 1390641, 1390846, 1393824, 1394540, 1394641, 1397468, 1397535, 1402995]","[1396869, 1667464, 1360654, 1391120, 1397524, 1397528, 1396253, 1363741, 1397535, 1400096, 1393824, 1363622, 1512231, 1398824, 1390641, 1361077, 1392566, 1358147, 1743304, 1357130, 1391312, 1394641, 1391313, 1452625, 1355993, 1359835, 1397468, 1392608, 1391331, 1742180, 1742053, 1743971, 1392611, 1361384, 1697384, 1744235, 1394540, 1359342, 1402995, 1412857, 1397500, 1399677, 1390846, 1392767]"
CBN-PdlC-A1-20150831,"[1361127, 1361389, 1363550, 1390051, 1390793, 1390874, 1392626, 1393824, 1394371, 1397528, 1398569, 1398824, 1412857, 1519650, 1737491, 1742052]","[1355993, 1356356, 1360299, 1390793, 1391331, 1392608, 1392611, 1392626, 1393619, 1393824, 1394540, 1394554, 1394643, 1396079, 1397046, 1397468, 1397497, 1397513, 1398824, 1412857, 1418612, 1425936, 1519650, 1628790, 1646497, 1697384, 1742052, 1743971]","[1355993, 1360299, 1392608, 1393824, 1394641, 1398824, 1412857, 1519650, 1549015, 1742052, 1743971]","[1397513, 1425936, 1737491, 1397528, 1390874, 1393824, 1646497, 1519650, 1398824, 1398569, 1360299, 1397046, 1394371, 1356356, 1390793, 1394641, 1393619, 1394643, 1549015, 1355993, 1397468, 1363550, 1392608, 1390051, 1742052, 1391331, 1392611, 1361127, 1697384, 1743971, 1394540, 1361389, 1396079, 1392626, 1418612, 1397497, 1628790, 1412857, 1394554]"
CBN-PdlC-A1-20160705,"[1389346, 1390846, 1393314, 1393771, 1394866, 1394911, 1396417, 1398167, 1412857, 1478563, 1495503, 1651363, 1664563, 1737669]","[1355992, 1356359, 1357577, 1359342, 1360299, 1361079, 1363550, 1390793, 1390846, 1390872, 1391120, 1391511, 1392608, 1393824, 1394336, 1394540, 1394613, 1394908, 1394911, 1397535, 1397542, 1412857, 1519650, 1722437, 1743646, 1743913, 1743971]","[1355993, 1355997, 1358496, 1359342, 1359632, 1360299, 1361079, 1362331, 1389771, 1390793, 1390846, 1392608, 1392611, 1394336, 1394540, 1394613, 1394857, 1394866, 1394911, 1395935, 1396663, 1396843, 1396869, 1397524, 1397535, 1398237, 1412857, 1503192, 1519650, 1549015, 1701831, 1722437, 1722444, 1737656, 1743316, 1743646, 1743913]","[1396869, 1357577, 1391120, 1359632, 1397524, 1398167, 1390872, 1391511, 1362331, 1743646, 1397535, 1393824, 1394336, 1393314, 1389346, 1478563, 1651363, 1397542, 1519650, 1358496, 1743913, 1394857, 1360299, 1394866, 1664563, 1394613, 1361079, 1396663, 1737656, 1396417, 1737669, 1722437, 1356359, 1701831, 1390793, 1389771, 1722444, 1495503, 1743316, 1549015, 1355992, 1355993, 1503192, 1394908, 1355997, 1363550, 1394911, 1392608, 1395935, 1398237, 1743971, 1392611, 1393771, 1394540, 1396843, 1359342, 1412857, 1390846]"
CBN-PdlC-A1-20160726,"[1361389, 1389771, 1390793, 1391331, 1392553, 1392608, 1394641, 1397046, 1397535, 1398167, 1398824, 1412857, 1519650, 1549015, 1737565, 1743635]","[1392407, 1392608, 1394641, 1742052, 1743971]","[1392553, 1394641, 1394908, 1397046, 1398824, 1412857, 1742052, 1743971]","[1743635, 1392407, 1398167, 1397535, 1519650, 1398824, 1392553, 1397046, 1390793, 1389771, 1394641, 1549015, 1394908, 1737565, 1392608, 1391331, 1742052, 1743971, 1361389, 1412857]"
CBN-PdlC-A1-20170816,"[1361091, 1363327, 1363741, 1364025, 1389815, 1390093, 1390677, 1390793, 1391331, 1392608, 1393340, 1395974, 1395990, 1414365, 1558164, 1721729, 1737693, 1742052]","[1358496, 1391331, 1392608, 1394641, 1395974, 1395990, 1742052]","[1392608, 1393946, 1394641, 1395974, 1395990, 1558164, 1742052]","[1721729, 1395974, 1390093, 1558164, 1395990, 1393946, 1363741, 1358496, 1364025, 1393340, 1361091, 1390793, 1394641, 1390677, 1737693, 1414365, 1392608, 1391331, 1742052, 1389815, 1363327]"
CBN-PdlC-A1-20170906,"[1359521, 1361402, 1361576, 1361617, 1390846, 1390874, 1390898, 1394540, 1394840, 1394864, 1396417, 1396869, 1478563, 1519650, 1721729, 1722437, 1741564, 1741706, 1742052, 1742053, 1743913]","[1361576, 1390846, 1391331, 1393771, 1394336, 1394540, 1394613, 1395990, 1396869, 1398816, 1412857, 1722437, 1742052, 1743913, 1743971]","[1355992, 1361079, 1361576, 1390627, 1390898, 1390966, 1392662, 1394336, 1394613, 1394999, 1395990, 1396869, 1397513, 1411648, 1412857, 1502503, 1722437, 1722444, 1742052, 1743913, 1743924]","[1721729, 1396869, 1397513, 1741706, 1395990, 1392662, 1394840, 1390874, 1394336, 1359521, 1519650, 1478563, 1398816, 1390627, 1502503, 1361576, 1743913, 1394864, 1390898, 1743924, 1394613, 1361079, 1394999, 1411648, 1396417, 1722437, 1722444, 1361617, 1355992, 1391331, 1742052, 1742053, 1743971, 1393771, 1394540, 1390966, 1412857, 1361402, 1741564, 1390846]"
CBN-PdlC-A1-20180702,"[1357130, 1361382, 1363413, 1363550, 1390846, 1391331, 1394360, 1397524, 1397535, 1398824, 1701831, 1721729]","[1397524, 1398824]","[1397524, 1398824]","[1721729, 1391331, 1390846, 1361382, 1701831, 1398824, 1357130, 1397524, 1363413, 1394360, 1363550, 1397535]"
CBN-PdlC-A1-20180815,"[1359511, 1361382, 1363741, 1393224, 1394554, 1396417, 1402995, 1728575]","[1358379, 1359511, 1359587, 1360299, 1363550, 1363741, 1392092, 1396253, 1396417, 1398824, 1410243, 1426085, 1737656, 1743971]","[1358733, 1359511, 1360299, 1360300, 1361576, 1363223, 1363741, 1389771, 1390846, 1396417, 1397535, 1398824, 1410243, 1418612, 1425936, 1426085, 1628790, 1737565, 1742523]","[1358733, 1425936, 1359511, 1363223, 1396253, 1363741, 1397535, 1426085, 1398824, 1361576, 1358379, 1360299, 1360300, 1737656, 1742523, 1728575, 1396417, 1410243, 1393224, 1389771, 1392092, 1737565, 1363550, 1359587, 1743971, 1361382, 1402995, 1418612, 1628790, 1394554, 1390846]"
