"quadrat_id","species_ids"
"2024-CEV3-20240602","[]"
"CBN-PdlC-A1-20130807","[1396471]"
"CBN-PdlC-A1-20130903","[1394336, 1722444]"
"CBN-PdlC-A1-20140721","[1394911, 1390846, 1364072, 1743924]"
"CBN-PdlC-A1-20140811","[1412857, 1395974, 1392608, 1743913]"
"CBN-PdlC-A1-20140901","[1394895, 1392608, 1395063]"
"CBN-PdlC-A1-20150701","[1392608]"
"CBN-PdlC-A1-20150720","[1397524]"
"CBN-PdlC-A1-20150831","[1742052, 1392608]"
"CBN-PdlC-A1-20160705","[]"
"CBN-PdlC-A1-20160726","[1394908, 1397046, 1549015, 1392608]"
"CBN-PdlC-A1-20170816","[1394641, 1742052]"
"CBN-PdlC-A1-20170906","[1426085, 1394613, 1743913, 1743924, 1664563]"
"CBN-PdlC-A1-20180702","[1398824]"
"CBN-PdlC-A1-20180815","[1398824]"
"CBN-PdlC-A1-20180905","[]"
"CBN-PdlC-A1-20190701","[1355992, 1502503, 1743924, 1395974, 1398824]"
"CBN-PdlC-A1-20190722","[]"
"CBN-PdlC-A1-20190812","[1390846, 1396869]"
"CBN-PdlC-A1-20190909","[1395974, 1392608]"
"CBN-PdlC-A1-20200629","[]"
"CBN-PdlC-A1-20200722","[1549015, 1392608]"
"CBN-PdlC-A1-20200812","[1360299]"
"CBN-PdlC-A2-20130807","[1396869, 1396737]"
"CBN-PdlC-A2-20130903","[]"
"CBN-PdlC-A2-20140721","[1356370]"
"CBN-PdlC-A2-20140901","[1394895, 1396869]"
"CBN-PdlC-A2-20150720","[1412857]"
"CBN-PdlC-A2-20150810","[1412857, 1363741]"
"CBN-PdlC-A2-20150831","[1742052, 1412857, 1741624, 1392535, 1394643, 1395974]"
"CBN-PdlC-A2-20160705","[1412857, 1394336, 1722444, 1743924, 1396471, 1395974, 1361079]"
"CBN-PdlC-A2-20160726","[1395974]"
"CBN-PdlC-A2-20170816","[1397046, 1412857, 1395974, 1356871]"
"CBN-PdlC-A2-20180702","[1398824, 1394336, 1357988, 1361079, 1390934, 1394613, 1396417, 1396869, 1397942, 1502503, 1503192, 1722437, 1722444, 1737655, 1743396, 1743924]"
"CBN-PdlC-A2-20180723","[1393200, 1356871, 1392050, 1396869]"
"CBN-PdlC-A2-20180815","[1410243, 1396869]"
"CBN-PdlC-A2-20180905","[1396869, 1743924, 1743913]"
"CBN-PdlC-A2-20190701","[1395974, 1398824]"
"CBN-PdlC-A2-20190722","[1549015, 1412857, 1363741, 1396869, 1355992, 1361079, 1394336, 1396417, 1722437, 1722444, 1743396, 1743913, 1743924]"
"CBN-PdlC-A2-20190812","[1396869, 1743924, 1394336]"
"CBN-PdlC-A2-20190909","[1395868, 1412857, 1395974, 1741805]"
"CBN-PdlC-A2-20200629","[1390790]"
"CBN-PdlC-A2-20200722","[1356589, 1390690, 1395974, 1355992, 1396869, 1743397]"
"CBN-PdlC-A2-20200812","[1393224, 1396869]"
"CBN-PdlC-A3-20130807","[1393224]"
"CBN-PdlC-A3-20130903","[1393619, 1392608]"
"CBN-PdlC-A3-20140721","[1357577, 1363741]"
"CBN-PdlC-A3-20140811","[1412857]"
"CBN-PdlC-A3-20140901","[1361872, 1390641, 1412857, 1392608, 1395974, 1743924]"
"CBN-PdlC-A3-20150701","[]"
"CBN-PdlC-A3-20150720","[1393824, 1363741, 1359511, 1396107]"
"CBN-PdlC-A3-20150810","[1393200, 1394643, 1392608]"
"CBN-PdlC-A3-20150831","[1412857, 1519650, 1392608, 1394866]"
"CBN-PdlC-A3-20160705","[1393824, 1412857]"
"CBN-PdlC-A3-20160726","[1393200, 1393824, 1397535]"
"CBN-PdlC-A3-20170816","[1393619, 1412857, 1394643, 1512231, 1390846]"
"CBN-PdlC-A3-20170906","[1426085, 1394866]"
"CBN-PdlC-A3-20180702","[]"
"CBN-PdlC-A3-20180723","[1393200, 1412857, 1392608]"
"CBN-PdlC-A3-20180815","[1512231]"
"CBN-PdlC-A3-20180905","[1412857]"
"CBN-PdlC-A3-20190701","[]"
"CBN-PdlC-A3-20190722","[1412857, 1393200]"
"CBN-PdlC-A3-20190812","[1394999, 1409318, 1359853, 1393824]"
"CBN-PdlC-A3-20190909","[1742052, 1392608, 1397468]"
"CBN-PdlC-A3-20200629","[]"
"CBN-PdlC-A3-20200722","[1393200, 1412857, 1394643]"
"CBN-PdlC-A3-20200812","[1412857, 1392608, 1394866, 1394840]"
"CBN-PdlC-A4-20130807","[]"
"CBN-PdlC-A4-20130903","[1394366, 1742052]"
"CBN-PdlC-A4-20140811","[1396733, 1392608, 1393200]"
"CBN-PdlC-A4-20140901","[]"
"CBN-PdlC-A4-20150701","[1363741, 1393200, 1396185]"
"CBN-PdlC-A4-20150810","[1392608, 1519650, 1393200, 1397046, 1394322]"
"CBN-PdlC-A4-20150831","[1393200]"
"CBN-PdlC-A4-20160705","[1393200]"
"CBN-PdlC-A4-20160726","[1392608]"
"CBN-PdlC-A4-20170816","[1646703]"
"CBN-PdlC-A4-20170906","[1360299, 1392608, 1646703, 1742523]"
"CBN-PdlC-A4-20180702","[]"
"CBN-PdlC-A4-20180723","[1393200, 1400101, 1392608, 1390345]"
"CBN-PdlC-A4-20180815","[]"
"CBN-PdlC-A4-20180905","[]"
"CBN-PdlC-A4-20190701","[]"
"CBN-PdlC-A4-20190722","[1743299, 1502503]"
"CBN-PdlC-A4-20190812","[]"
"CBN-PdlC-A4-20190909","[1590997, 1395805, 1397475, 1646703, 1360591]"
"CBN-PdlC-A4-20200629","[]"
"CBN-PdlC-A4-20200722","[1393200, 1392608, 1646703]"
"CBN-PdlC-A4-20200812","[1392608, 1646703, 1743984]"
"CBN-PdlC-A5-20130807","[1397475]"
"CBN-PdlC-A5-20130903","[1396857, 1397475]"
"CBN-PdlC-A5-20140721","[1392767, 1393710, 1397475]"
"CBN-PdlC-A5-20140811","[1359511, 1395807]"
"CBN-PdlC-A5-20150701","[1392767, 1396094, 1388915]"
"CBN-PdlC-A5-20150831","[1397475, 1360269, 1646703]"
"CBN-PdlC-A5-20160705","[1397475, 1360591, 1743984, 1356424]"
"CBN-PdlC-A5-20160726","[1363741, 1646703, 1397475]"
"CBN-PdlC-A5-20170816","[1397475, 1677641, 1360591]"
"CBN-PdlC-A5-20170906","[]"
"CBN-PdlC-A5-20180815","[1393200]"
"CBN-PdlC-A5-20180905","[1359511, 1363741]"
"CBN-PdlC-A5-20190909","[1397475]"
"CBN-PdlC-A5-20200722","[1392767, 1363741, 1646703]"
"CBN-PdlC-A6-20130807","[1397475, 1646703, 1360591, 1395190]"
"CBN-PdlC-A6-20130903","[1646703, 1360591, 1396869, 1356728, 1397475, 1395805, 1395870, 1392553]"
"CBN-PdlC-A6-20140630","[]"
"CBN-PdlC-A6-20140721","[1743299, 1397475]"
"CBN-PdlC-A6-20140901","[1396185, 1646703, 1397475, 1743299, 1360591]"
"CBN-PdlC-A6-20150701","[1646703]"
"CBN-PdlC-A6-20150810","[1646703, 1397971]"
"CBN-PdlC-A6-20150831","[1360591, 1397475, 1646703, 1742052, 1395870, 1393824]"
"CBN-PdlC-A6-20160705","[1397475, 1646703, 1360591]"
"CBN-PdlC-A6-20160726","[1397475, 1646703, 1360591]"
"CBN-PdlC-A6-20170816","[1397475, 1391419, 1743299, 1391412]"
"CBN-PdlC-A6-20170906","[1392662, 1360591, 1646703, 1519650]"
"CBN-PdlC-A6-20180702","[1397475]"
"CBN-PdlC-A6-20180723","[1389028, 1397475, 1743299, 1395868]"
