"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360193, 1360222, 1362443, 1391360, 1395045, 1395114, 1397516]"
"CBN-PdlC-A1-20130807","[1358496, 1359921, 1360591, 1392565, 1392608, 1394641, 1395990, 1396185, 1396471, 1396869, 1412857, 1489036, 1722444, 1741624, 1742052]"
"CBN-PdlC-A1-20130903","[1392553, 1392608, 1394641, 1395990, 1722444, 1742052]"
"CBN-PdlC-A1-20140721","[1355992, 1357577, 1361373, 1363741, 1394289, 1394908, 1396471, 1396869, 1397046, 1397535, 1397942, 1743924]"
"CBN-PdlC-A1-20140811","[1356359, 1356401, 1390846, 1392608, 1395974, 1412857, 1728568]"
"CBN-PdlC-A1-20140901","[1363133, 1391120, 1391840, 1392608, 1394884, 1395974, 1622895, 1646497, 1741708, 1742052]"
"CBN-PdlC-A1-20150701","[1391331, 1392608, 1394322, 1395974, 1398824, 1412857, 1519650]"
"CBN-PdlC-A1-20150720","[1356370, 1360312, 1360654, 1361872, 1390641, 1394641, 1396296, 1396843, 1397046, 1402995, 1425936]"
"CBN-PdlC-A1-20150831","[1392608, 1392614, 1394641, 1394643, 1412857, 1519650, 1741767, 1742052]"
"CBN-PdlC-A1-20160705","[1355993, 1360299, 1361079, 1362331, 1394336, 1722437]"
"CBN-PdlC-A1-20160726","[1392608, 1394641, 1397467, 1412857, 1549015, 1744235]"
"CBN-PdlC-A1-20170816","[1364025, 1391331, 1392608, 1394641, 1395974, 1558164, 1742052]"
"CBN-PdlC-A1-20170906","[1394336, 1394613, 1412857]"
"CBN-PdlC-A1-20180702","[1398824]"
"CBN-PdlC-A1-20180815","[1398824, 1737565]"
"CBN-PdlC-A1-20180905","[1356399, 1394540, 1394641, 1395974, 1412857, 1426085]"
"CBN-PdlC-A1-20190701","[1355992, 1394613, 1394911, 1395974, 1396869, 1398824, 1701506, 1722437, 1722444, 1741601, 1743397, 1743465, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1356775, 1357081, 1361079, 1362348, 1392608, 1393946, 1394336, 1394613, 1396843, 1396869, 1398184, 1414365, 1502503, 1503192, 1742180, 1743397, 1743924, 1743971]"
"CBN-PdlC-A1-20190812","[1390846, 1398824, 1743971, 1744194]"
"CBN-PdlC-A1-20190909","[1355928, 1362745, 1391331, 1396471]"
"CBN-PdlC-A1-20200629","[1361079, 1394336, 1396417, 1399096, 1722437]"
"CBN-PdlC-A1-20200722","[1392534, 1392549, 1392553, 1393824, 1394540, 1395974, 1412857, 1425990, 1549015, 1742052]"
"CBN-PdlC-A1-20200812","[1360299, 1392553, 1394540, 1396307, 1517561, 1628790]"
"CBN-PdlC-A2-20130807","[1355992, 1356356, 1359921, 1361079, 1388785, 1394322, 1395990, 1396471, 1396869, 1397468, 1412857, 1502503, 1722444, 1742052]"
"CBN-PdlC-A2-20130903","[1355992, 1361079, 1394613, 1395974, 1396417, 1396471, 1396737, 1396869, 1701831, 1722444, 1743256, 1743397, 1743924]"
"CBN-PdlC-A2-20140721","[1356669, 1357577, 1363741, 1390846, 1394336, 1396737, 1396869, 1741834, 1743924, 1744235]"
"CBN-PdlC-A2-20140901","[1391337, 1394895, 1395974, 1395990, 1396471, 1396869, 1742052]"
"CBN-PdlC-A2-20150720","[1389815, 1393824, 1393946, 1396737, 1396869, 1397500, 1412857, 1743337]"
"CBN-PdlC-A2-20150810","[1356589, 1395974, 1397046, 1412857]"
"CBN-PdlC-A2-20150831","[1395974, 1412857]"
"CBN-PdlC-A2-20160705","[1355992, 1356370, 1361079, 1393314, 1394336, 1394613, 1395974, 1396253, 1396869, 1414365, 1503192, 1722437, 1722444, 1743337, 1743913, 1743924]"
"CBN-PdlC-A2-20160726","[1356370, 1361079, 1363630, 1391331, 1392565, 1393200, 1395807, 1395974, 1396869, 1412857, 1742180, 1743337]"
"CBN-PdlC-A2-20170816","[1356370, 1390846, 1393200, 1394911, 1395807, 1395974, 1395990, 1397046, 1398816, 1412857, 1701831]"
"CBN-PdlC-A2-20180702","[1355992, 1356370, 1356669, 1357988, 1361079, 1393946, 1394336, 1394613, 1395974, 1396417, 1396471, 1396737, 1396869, 1397942, 1398184, 1398824, 1478563, 1502503, 1503192, 1722437, 1722444, 1737655, 1741834, 1743396, 1743422, 1743924]"
"CBN-PdlC-A2-20180723","[1356871, 1393200, 1396869, 1502503, 1722444, 1743397]"
"CBN-PdlC-A2-20180815","[1356370, 1359511, 1361079, 1363741, 1364038, 1390898, 1390934, 1391480, 1392626, 1394336, 1396869, 1398824, 1399096, 1722437, 1722444, 1741834, 1742180, 1743396, 1743924]"
"CBN-PdlC-A2-20180905","[1359511, 1361079, 1391596, 1392662, 1393657, 1393946, 1394613, 1395807, 1395974, 1396417, 1396737, 1396869, 1412857, 1478563, 1503192, 1722437, 1722444, 1737655, 1741834, 1743396, 1743397, 1743913, 1743924, 1743971]"
"CBN-PdlC-A2-20190701","[1355992, 1392388, 1394336, 1395974, 1396869, 1398824, 1478563, 1722444, 1741834, 1743924]"
"CBN-PdlC-A2-20190722","[1355992, 1361079, 1392388, 1394336, 1394540, 1395974, 1396417, 1396471, 1396737, 1396869, 1502503, 1503192, 1549015, 1622908, 1722437, 1722444, 1738592, 1741834, 1743422, 1743924]"
"CBN-PdlC-A2-20190812","[1363741, 1392388, 1394336, 1394613, 1395974, 1396417, 1396869, 1398824, 1412857, 1512231, 1722444, 1743924]"
"CBN-PdlC-A2-20190909","[1355992, 1357988, 1361079, 1394336, 1395807, 1395974, 1395990, 1396417, 1396733, 1412857, 1722437, 1722444, 1741834, 1743924]"
"CBN-PdlC-A2-20200629","[1390051, 1390790, 1394789, 1395974, 1722437]"
"CBN-PdlC-A2-20200722","[1390690, 1395974, 1396737, 1396869]"
"CBN-PdlC-A2-20200812","[1356370, 1356669, 1356871, 1361079, 1361647, 1393224, 1393946, 1394336, 1394613, 1396737, 1396869, 1502503, 1722444]"
"CBN-PdlC-A3-20130807","[1356669, 1394540, 1395807, 1397500, 1397524, 1397535, 1742180]"
"CBN-PdlC-A3-20130903","[1392608]"
"CBN-PdlC-A3-20140721","[1361872, 1363741, 1390785, 1392608, 1393200, 1394336, 1398824, 1402995, 1532449, 1722444]"
"CBN-PdlC-A3-20140811","[1364066, 1392608, 1393200, 1394911, 1396733, 1397535, 1412857, 1738735]"
"CBN-PdlC-A3-20140901","[1392608, 1393314, 1396869, 1412857]"
"CBN-PdlC-A3-20150701","[1355992, 1363741, 1390846, 1391331, 1392608, 1397528, 1397535, 1412857, 1505431]"
"CBN-PdlC-A3-20150720","[1359511, 1363741, 1390764, 1390846, 1392608, 1393200, 1393824, 1394540, 1722444]"
"CBN-PdlC-A3-20150810","[1389718, 1392608, 1393200, 1393314, 1393619, 1395870, 1397528, 1398723, 1412857, 1622908]"
"CBN-PdlC-A3-20150831","[1392608, 1393200, 1394857, 1398569, 1412857]"
"CBN-PdlC-A3-20160705","[1361057, 1392608, 1393200, 1393824, 1394857, 1394866, 1397535, 1412857, 1741564]"
