"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360193, 1360208, 1360222, 1360304, 1360307, 1362363, 1362443, 1391360, 1395045, 1395114, 1397516, 1413421, 1738042]"
"CBN-PdlC-A1-20130807","[1394641, 1396185, 1396471, 1396869, 1412857, 1489036, 1722444, 1742052]"
"CBN-PdlC-A1-20130903","[1392553, 1392608, 1394641, 1395974, 1395990, 1742052]"
"CBN-PdlC-A1-20140721","[1355992, 1357142, 1357577, 1361373, 1361382, 1363550, 1363741, 1390898, 1393771, 1394289, 1394414, 1394908, 1394911, 1396471, 1396869, 1397046, 1397535, 1397942, 1398824, 1622908, 1743924]"
"CBN-PdlC-A1-20140811","[1356359, 1392608, 1395974, 1412857]"
"CBN-PdlC-A1-20140901","[1392608, 1742052]"
"CBN-PdlC-A1-20150701","[1360299, 1391331, 1392608, 1394322, 1394641, 1395974, 1396253, 1397535, 1398824, 1412857, 1519650, 1741624, 1742052]"
"CBN-PdlC-A1-20150720","[1397535]"
"CBN-PdlC-A1-20150831","[1392608, 1394641, 1398824, 1412857, 1519650, 1742052]"
"CBN-PdlC-A1-20160705","[1355993, 1358496, 1359632, 1360299, 1361079, 1362331, 1390793, 1392608, 1394336, 1394540, 1394613, 1394857, 1394911, 1395935, 1396869, 1397535, 1701831, 1722437, 1722444]"
"CBN-PdlC-A1-20160726","[1394641, 1412857, 1742052]"
"CBN-PdlC-A1-20170816","[1392608, 1395974, 1742052]"
"CBN-PdlC-A1-20170906","[1355992, 1394336, 1394613, 1412857]"
"CBN-PdlC-A1-20180702","[1398824]"
"CBN-PdlC-A1-20180815","[1398824]"
"CBN-PdlC-A1-20180905","[1395974, 1412857]"
"CBN-PdlC-A1-20190701","[1355992, 1394613, 1395974, 1398824, 1722444, 1743465, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1361079, 1396869, 1743913, 1743924]"
"CBN-PdlC-A1-20190812","[1355992, 1360243, 1361043, 1361708, 1363741, 1390846, 1392608, 1394540, 1398824, 1478563, 1519650, 1628790, 1743971, 1744194]"
"CBN-PdlC-A1-20190909","[1355928, 1356359, 1362745, 1390802, 1391331, 1392608, 1394641, 1396471, 1425936, 1495503]"
"CBN-PdlC-A1-20200629","[1361079, 1361528, 1394336, 1396417, 1399096, 1722437]"
"CBN-PdlC-A1-20200722","[1395974, 1549015, 1742052]"
"CBN-PdlC-A1-20200812","[1355992, 1359511, 1359835, 1360299, 1392553, 1392608, 1394540, 1394999, 1396307, 1398824, 1402995, 1502503, 1512231, 1517561, 1628790]"
"CBN-PdlC-A2-20130807","[1396471, 1396737, 1396869, 1397468]"
"CBN-PdlC-A2-20130903","[1361079, 1394336, 1395974, 1396417, 1396471, 1396737, 1396869, 1722444, 1743924]"
"CBN-PdlC-A2-20140721","[1356370, 1363741, 1390846, 1394336, 1396737, 1396869, 1743924, 1744235]"
"CBN-PdlC-A2-20140901","[1395990, 1396869]"
"CBN-PdlC-A2-20150720","[1393824, 1395974, 1396737, 1396869]"
"CBN-PdlC-A2-20150810","[1395974, 1412857]"
"CBN-PdlC-A2-20150831","[1395974, 1412857]"
"CBN-PdlC-A2-20160705","[1356370, 1361079, 1393314, 1394336, 1394613, 1395974, 1397535, 1412857, 1722444, 1743913, 1743924]"
"CBN-PdlC-A2-20160726","[1395807, 1395974, 1396869, 1412857, 1742180]"
"CBN-PdlC-A2-20170816","[1395974, 1701831]"
"CBN-PdlC-A2-20180702","[1361079, 1394336, 1395974, 1396869, 1503192, 1722437, 1722444, 1743924]"
"CBN-PdlC-A2-20180723","[1396869]"
"CBN-PdlC-A2-20180815","[1356370, 1361079, 1363741, 1364038, 1394336, 1396869, 1398824, 1722444, 1743337, 1743924]"
"CBN-PdlC-A2-20180905","[1356871, 1359511, 1361079, 1393824, 1393946, 1394336, 1394613, 1395974, 1396737, 1396869, 1412857, 1737655, 1743397, 1743913, 1743924, 1743971]"
"CBN-PdlC-A2-20190701","[1394336, 1395974, 1396869, 1398824, 1743924]"
"CBN-PdlC-A2-20190722","[1361079, 1390846, 1393946, 1394336, 1395974, 1396737, 1396869, 1502503, 1503192, 1549015]"
"CBN-PdlC-A2-20190812","[1394336, 1396417, 1396869, 1398824, 1722437, 1722444, 1743924]"
"CBN-PdlC-A2-20190909","[1395807, 1395974, 1395990, 1412857, 1741805]"
"CBN-PdlC-A2-20200629","[1356356, 1356370, 1356669, 1390051, 1390790, 1390934, 1394789, 1395974, 1396417, 1722437, 1741805]"
"CBN-PdlC-A2-20200722","[1395974, 1396869]"
"CBN-PdlC-A2-20200812","[1359511, 1393224, 1393946, 1394336, 1396737, 1396869]"
"CBN-PdlC-A3-20130807","[1397524, 1397535]"
"CBN-PdlC-A3-20130903","[1392608]"
"CBN-PdlC-A3-20140721","[1363741]"
"CBN-PdlC-A3-20140811","[1392608, 1412857]"
"CBN-PdlC-A3-20140901","[1392608, 1396869, 1412857, 1743924]"
"CBN-PdlC-A3-20150701","[1363741, 1392608, 1397535]"
"CBN-PdlC-A3-20150720","[1363741, 1393200, 1394540, 1398824]"
"CBN-PdlC-A3-20150810","[1392608, 1393200, 1393314, 1393619, 1395870, 1412857]"
"CBN-PdlC-A3-20150831","[1392608, 1394857, 1412857]"
"CBN-PdlC-A3-20160705","[1361057, 1391120, 1391331, 1392608, 1393200, 1393824, 1394857, 1394866, 1397535, 1398824, 1400188, 1412857, 1741564]"
"CBN-PdlC-A3-20160726","[1393200]"
"CBN-PdlC-A3-20170816","[1412857]"
"CBN-PdlC-A3-20170906","[1412857]"
"CBN-PdlC-A3-20180702","[1363741]"
"CBN-PdlC-A3-20180723","[1396185, 1396869, 1397046, 1412857]"
"CBN-PdlC-A3-20180815","[1412857]"
"CBN-PdlC-A3-20180905","[1412857]"
"CBN-PdlC-A3-20190701","[1396471, 1396869, 1722444, 1743913, 1743924]"
