"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1360193, 1360203, 1360208, 1360217, 1360307, 1362443, 1363901, 1395045, 1395990, 1398272]"
"CBN-PdlC-A1-20130807","[1396185, 1396471, 1396869]"
"CBN-PdlC-A1-20130903","[1392608, 1392626, 1392682, 1394336, 1395974, 1396417, 1396857, 1396869, 1701831, 1722444, 1742052]"
"CBN-PdlC-A1-20140721","[1361382, 1363741, 1364072, 1390641, 1394908, 1395718, 1396869, 1397535, 1558360, 1737656, 1743924]"
"CBN-PdlC-A1-20140811","[1392608, 1395974, 1412857, 1743913]"
"CBN-PdlC-A1-20140901","[1392608]"
"CBN-PdlC-A1-20150701","[1391331, 1391503, 1392608, 1394322, 1396144, 1396464, 1742052]"
"CBN-PdlC-A1-20150720","[1355993, 1363622, 1392608, 1394540, 1397524, 1397535, 1412857, 1743304, 1743971]"
"CBN-PdlC-A1-20150831","[1356356, 1360299, 1392608, 1392611, 1393619, 1393824, 1394643, 1398824, 1519650, 1628790, 1742052]"
"CBN-PdlC-A1-20160705","[1359342, 1360299, 1390846, 1392608, 1394336, 1394540, 1394908, 1394911, 1397535, 1412857, 1722437]"
"CBN-PdlC-A1-20160726","[1361389, 1391331, 1392608, 1394641, 1394908, 1396185, 1397046, 1491329, 1549015, 1737656, 1742052]"
"CBN-PdlC-A1-20170816","[1395974, 1742052]"
"CBN-PdlC-A1-20170906","[1390846, 1391331, 1394336, 1394540, 1398816, 1722437]"
"CBN-PdlC-A1-20180702","[1398824]"
"CBN-PdlC-A1-20180815","[1359511, 1396253, 1743971]"
"CBN-PdlC-A1-20180905","[1356399, 1359835, 1363741, 1398824, 1412857, 1519650, 1742052, 1743971]"
"CBN-PdlC-A1-20190701","[1355992, 1396417, 1396869, 1398824, 1722437, 1722444, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1390846, 1396869, 1397524, 1743913, 1743924]"
"CBN-PdlC-A1-20190812","[1360299, 1390846, 1396869, 1519650]"
"CBN-PdlC-A1-20190909","[1361045, 1363333, 1390966, 1391494, 1392608, 1395974, 1396471, 1396974]"
"CBN-PdlC-A1-20200629","[1355992, 1361079, 1390846, 1394336, 1394565, 1396417, 1398816, 1399096, 1722437, 1722444, 1743396, 1743913, 1743924]"
