"quadrat_id","species_ids"
"2024-CEV3-20240602","[1394636, 1392608, 1361056, 1360222, 1360304, 1397466, 1391360, 1362443, 1397542, 1356394, 1363328, 1391989, 1396481, 1356804, 1357098, 1395045, 1392299, 1359944, 1363885, 1398644, 1360223, 1358203, 1362363, 1360193, 1360208, 1360307, 1395101, 1397516, 1363901, 1392591, 1392592, 1392599, 1395114]"
"CBN-PdlC-A1-20130807","[1741624, 1489036, 1397060, 1392662, 1396471, 1722444, 1391755, 1394641, 1519650, 1394322, 1395990, 1359921, 1361079, 1397513, 1392565, 1396185, 1397046, 1742052, 1394911, 1390639, 1395718, 1396094, 1412857, 1396869, 1743397, 1356764, 1356914, 1360591, 1358119, 1394895, 1394371, 1396733, 1622908, 1743924, 1355992, 1361617, 1393314, 1397439, 1391494, 1361594, 1358496, 1392608, 1397468]"
"CBN-PdlC-A1-20130903","[1388793, 1392050, 1392566, 1394322, 1394540, 1397468, 1412857, 1519650, 1743971, 1392553, 1397248, 1394641, 1394911, 1396185, 1358463, 1742052, 1360143, 1390639, 1392241, 1393494, 1393836, 1394372, 1395990, 1397378, 1659226, 1356359, 1395974, 1393200, 1356422, 1362745, 1392608, 1393245, 1505431, 1394336, 1492664, 1722437, 1722444, 1550182, 1361079, 1396417, 1396869, 1743924, 1392611]"
"CBN-PdlC-A1-20140721","[1392662, 1622908, 1394322, 1394908, 1397046, 1397535, 1549015, 1394911, 1397524, 1743971, 1402995, 1390846, 1743646, 1396094, 1412857, 1744235, 1742180, 1361382, 1363741, 1390793, 1357577, 1362066, 1362348, 1393771, 1493744, 1357142, 1391645, 1394414, 1360299, 1355992, 1389462, 1413865, 1426085, 1356356, 1397942, 1478563, 1722444, 1743924, 1396370]"
"CBN-PdlC-A1-20140811","[1395807, 1397971, 1400176, 1363887, 1394910, 1397500, 1391755, 1392534, 1394636, 1391654, 1394911, 1397528, 1356359, 1412857, 1395974, 1390793, 1390883, 1393584, 1392730, 1396408, 1396982, 1743465, 1360299, 1392608, 1390846, 1359871]"
"CBN-PdlC-A1-20140901","[1356042, 1478563, 1558164, 1742052, 1391755, 1390793, 1391120, 1391331, 1358010, 1356834, 1741708, 1358197, 1392553, 1392565, 1397535, 1394641, 1396717, 1519650, 1396185, 1622895, 1743221, 1394371, 1412857, 1646497, 1397439, 1394895, 1397468, 1392608, 1392611, 1394848, 1395974, 1398824, 1359937, 1358496, 1394414, 1741767, 1667464, 1391185, 1396128, 1397065, 1395063, 1744004, 1356883, 1363133, 1391840, 1391841, 1741624]"
"CBN-PdlC-A1-20150701","[1360303, 1360840, 1392632, 1393679, 1394540, 1400110, 1512231, 1519650, 1741624, 1394848, 1396253, 1397535, 1396185, 1394322, 1395990, 1558164, 1391755, 1392565, 1394911, 1743971, 1394641, 1391331, 1363741, 1357085, 1358711, 1412857, 1742052, 1395974, 1398167, 1398824, 1392608, 1744004, 1391503, 1360299, 1393200, 1396464, 1361382]"
"CBN-PdlC-A1-20150720","[1391120, 1393824, 1360312, 1363741, 1396296, 1396843, 1396869, 1425936, 1396253, 1397468, 1743971, 1397535, 1742052, 1397046, 1391313, 1392767, 1391331, 1394641, 1412857, 1392626, 1393475, 1742180, 1356370, 1398167, 1356042, 1361872, 1390641, 1356352, 1389543, 1393619, 1742053, 1356424, 1391645, 1578119, 1390846, 1361043, 1360654, 1358553, 1355992, 1355993, 1361382, 1361389, 1394540]"
"CBN-PdlC-A1-20150831","[1742052, 1519650, 1395990, 1392553, 1394908, 1549015, 1397468, 1394371, 1397046, 1394641, 1741624, 1359735, 1393824, 1391331, 1412857, 1392626, 1394322, 1395531, 1397497, 1389219, 1358176, 1357575, 1394643, 1398222, 1357577, 1394540, 1394554, 1355993, 1360300, 1392608, 1392614, 1741767, 1358654, 1360299, 1392611, 1667464, 1360654, 1361573, 1363426, 1390993, 1393320, 1361255, 1398824, 1394840]"
"CBN-PdlC-A1-20160705","[1743971, 1396843, 1397535, 1392534, 1392568, 1394908, 1394911, 1361079, 1360140, 1741624, 1390793, 1394540, 1397528, 1412857, 1722672, 1362331, 1743646, 1356042, 1361703, 1398237, 1355992, 1394866, 1358496, 1355993, 1359632, 1360299, 1392608, 1363741, 1393665, 1396663]"
