"quadrat_id","species_ids"
"2024-CEV3-20240602","[1360187, 1360193, 1360203, 1360208, 1360217, 1360307, 1362443, 1363901, 1395045, 1395990, 1398272]"
"CBN-PdlC-A1-20130807","[1358496, 1360591, 1361077, 1361079, 1392608, 1393314, 1396185, 1396471, 1396869, 1397439, 1397468, 1722440, 1741624, 1742052, 1742114, 1743924]"
"CBN-PdlC-A1-20130903","[1392608, 1392626, 1392682, 1394336, 1395974, 1396417, 1396857, 1396869, 1701831, 1722444, 1742052]"
"CBN-PdlC-A1-20140721","[1361382, 1363741, 1364072, 1390641, 1394908, 1395718, 1396869, 1397535, 1558360, 1737656, 1743924]"
"CBN-PdlC-A1-20140811","[1390793, 1392608, 1395974, 1412857, 1743913]"
"CBN-PdlC-A1-20140901","[1356359, 1358496, 1361091, 1361576, 1391120, 1391840, 1392608, 1394866, 1394895, 1395063, 1558164, 1741767, 1742052]"
"CBN-PdlC-A1-20150701","[1391331, 1391503, 1392608, 1394322, 1396144, 1396464, 1742052]"
"CBN-PdlC-A1-20150720","[1355993, 1363622, 1392608, 1394540, 1397524, 1397535, 1412857, 1743304, 1743971]"
"CBN-PdlC-A1-20150831","[1356356, 1360299, 1392608, 1392611, 1393619, 1393824, 1394643, 1398824, 1519650, 1628790, 1742052]"
"CBN-PdlC-A1-20160705","[1359342, 1360299, 1390846, 1392608, 1394336, 1394540, 1394908, 1394911, 1397535, 1412857, 1722437]"
"CBN-PdlC-A1-20160726","[1361389, 1391331, 1392608, 1394641, 1394908, 1396185, 1397046, 1491329, 1549015, 1737656, 1742052]"
"CBN-PdlC-A1-20170816","[1356359, 1363741, 1392608, 1394641, 1395974, 1412857, 1741706, 1742052]"
"CBN-PdlC-A1-20170906","[1356359, 1359511, 1390846, 1390898, 1391331, 1392608, 1394336, 1394540, 1394613, 1394840, 1394999, 1396253, 1396417, 1396869, 1397468, 1398816, 1412857, 1418612, 1426085, 1519650, 1664563, 1701831, 1722437, 1741834, 1742052, 1743913, 1743924, 1743971]"
"CBN-PdlC-A1-20180702","[1361382, 1397524, 1398824]"
"CBN-PdlC-A1-20180815","[1359511, 1396253, 1743971]"
"CBN-PdlC-A1-20180905","[1356399, 1359835, 1363741, 1398824, 1412857, 1519650, 1742052, 1743971]"
"CBN-PdlC-A1-20190701","[1355992, 1357988, 1359945, 1361079, 1361402, 1391511, 1394336, 1394565, 1394613, 1395974, 1396417, 1396471, 1396869, 1397942, 1398824, 1502503, 1701506, 1701831, 1722437, 1722444, 1743396, 1743465, 1743913, 1743924]"
"CBN-PdlC-A1-20190722","[1355992, 1357081, 1359357, 1360981, 1361079, 1362348, 1390846, 1392611, 1394613, 1395990, 1396417, 1396869, 1397524, 1410243, 1502503, 1512231, 1519650, 1741834, 1743913, 1743924]"
"CBN-PdlC-A1-20190812","[1360299, 1361079, 1390846, 1392608, 1392611, 1396417, 1396869, 1412857, 1425936, 1512231, 1519650, 1628790, 1742052, 1743971]"
"CBN-PdlC-A1-20190909","[1361045, 1363333, 1390966, 1391494, 1392608, 1395974, 1396471, 1396974]"
"CBN-PdlC-A1-20200629","[1355992, 1361079, 1361528, 1390846, 1394336, 1394565, 1396417, 1396471, 1398816, 1399096, 1478563, 1503192, 1701831, 1722437, 1722444, 1741834, 1743396, 1743913, 1743924]"
"CBN-PdlC-A1-20200722","[1392408, 1392534, 1392549, 1392553, 1392608, 1394908, 1395531, 1395974, 1396417, 1397046, 1397524, 1412857, 1512231, 1549015, 1722437, 1722444, 1742052]"
"CBN-PdlC-A1-20200812","[1355992, 1355993, 1357526, 1360299, 1363741, 1396307, 1398824, 1495503]"
"CBN-PdlC-A2-20130807","[1355992, 1356370, 1356399, 1356669, 1359921, 1360591, 1361079, 1388915, 1390785, 1390846, 1393314, 1394322, 1395807, 1396097, 1396185, 1396471, 1396737, 1396857, 1396869, 1397439, 1397468, 1412857, 1508026, 1666569, 1701831, 1722444, 1741880, 1742052, 1743247, 1743256, 1743924]"
"CBN-PdlC-A2-20130903","[1356370, 1356564, 1394613, 1394895, 1395718, 1395974, 1396471, 1396737, 1396869, 1437724, 1701831, 1722444, 1743465, 1743913, 1743924]"
"CBN-PdlC-A2-20140721","[1356370, 1356442, 1357577, 1390846, 1393314, 1396737, 1396869, 1720959, 1743337, 1743422, 1743913, 1743924, 1744235]"
"CBN-PdlC-A2-20140901","[1356370, 1394322, 1394895, 1395974, 1395990, 1396471, 1396869, 1412857, 1722444, 1738627, 1741805, 1742052]"
